customer_id,total_spend,spend_tier,average_customer_spend
1172.0,12772.64,High,10975.37
1958.0,12772.44,High,10975.37
4504.0,12772.43,High,10975.37
380.0,12771.26,High,10975.37
3563.0,12767.18,High,10975.37
2868.0,12765.31,High,10975.37
4057.0,12763.67,High,10975.37
4954.0,12763.03,High,10975.37
4649.0,12762.9,High,10975.37
3234.0,12761.84,High,10975.37
2275.0,12758.86,High,10975.37
1295.0,12757.47,High,10975.37
458.0,12756.49,High,10975.37
4376.0,12752.62,High,10975.37
952.0,12751.23,High,10975.37
1226.0,12750.6,High,10975.37
2248.0,12750.53,High,10975.37
2652.0,12749.75,High,10975.37
2682.0,12749.43,High,10975.37
1425.0,12744.46,High,10975.37
1432.0,12741.17,High,10975.37
262.0,12738.79,High,10975.37
1890.0,12737.6,High,10975.37
4425.0,12736.45,High,10975.37
1297.0,12733.44,High,10975.37
4521.0,12730.85,High,10975.37
822.0,12729.04,High,10975.37
4130.0,12724.9,High,10975.37
4098.0,12724.75,High,10975.37
3483.0,12722.11,High,10975.37
466.0,12719.09,High,10975.37
143.0,12713.07,High,10975.37
4270.0,12712.15,High,10975.37
1475.0,12711.2,High,10975.37
3793.0,12709.19,High,10975.37
4287.0,12707.34,High,10975.37
4929.0,12700.93,High,10975.37
2938.0,12700.83,High,10975.37
4421.0,12694.2,High,10975.37
2953.0,12693.23,High,10975.37
1715.0,12693.05,High,10975.37
3909.0,12692.68,High,10975.37
962.0,12691.68,High,10975.37
2315.0,12687.91,High,10975.37
926.0,12686.54,High,10975.37
3587.0,12685.93,High,10975.37
1654.0,12684.11,High,10975.37
4047.0,12682.25,High,10975.37
1961.0,12679.36,High,10975.37
2584.0,12677.17,High,10975.37
1308.0,12674.17,High,10975.37
1675.0,12673.19,High,10975.37
206.0,12671.07,High,10975.37
615.0,12671.06,High,10975.37
3275.0,12670.55,High,10975.37
4224.0,12667.18,High,10975.37
4293.0,12666.32,High,10975.37
4041.0,12664.43,High,10975.37
2815.0,12664.02,High,10975.37
3673.0,12662.67,High,10975.37
3682.0,12661.34,High,10975.37
2820.0,12658.44,High,10975.37
2251.0,12657.42,High,10975.37
3809.0,12656.81,High,10975.37
2011.0,12655.84,High,10975.37
694.0,12654.88,High,10975.37
302.0,12652.5,High,10975.37
1300.0,12650.29,High,10975.37
4496.0,12647.51,High,10975.37
3257.0,12645.16,High,10975.37
4626.0,12640.82,High,10975.37
4013.0,12640.78,High,10975.37
3487.0,12639.08,High,10975.37
1525.0,12638.44,High,10975.37
2734.0,12637.55,High,10975.37
4055.0,12636.5,High,10975.37
4910.0,12635.93,High,10975.37
426.0,12633.8,High,10975.37
1225.0,12630.13,High,10975.37
4760.0,12629.88,High,10975.37
474.0,12629.19,High,10975.37
4694.0,12627.47,High,10975.37
2135.0,12626.79,High,10975.37
3980.0,12625.34,High,10975.37
3355.0,12625.07,High,10975.37
2649.0,12623.41,High,10975.37
1773.0,12621.28,High,10975.37
3127.0,12620.5,High,10975.37
921.0,12618.93,High,10975.37
1054.0,12618.88,High,10975.37
1721.0,12618.84,High,10975.37
4021.0,12617.26,High,10975.37
2444.0,12615.02,High,10975.37
748.0,12611.35,High,10975.37
965.0,12610.82,High,10975.37
2027.0,12607.56,High,10975.37
22.0,12607.41,High,10975.37
2628.0,12607.38,High,10975.37
2667.0,12604.51,High,10975.37
2711.0,12602.22,High,10975.37
396.0,12601.62,High,10975.37
1761.0,12600.96,High,10975.37
1246.0,12598.01,High,10975.37
3442.0,12593.2,High,10975.37
1184.0,12593.18,High,10975.37
735.0,12592.87,High,10975.37
3493.0,12592.69,High,10975.37
2806.0,12590.83,High,10975.37
3593.0,12590.49,High,10975.37
4340.0,12589.92,High,10975.37
1763.0,12587.47,High,10975.37
4640.0,12586.81,High,10975.37
3930.0,12582.2,High,10975.37
336.0,12581.82,High,10975.37
1882.0,12580.69,High,10975.37
310.0,12580.09,High,10975.37
1134.0,12576.61,High,10975.37
1817.0,12573.92,High,10975.37
389.0,12572.76,High,10975.37
3997.0,12570.8,High,10975.37
4589.0,12569.34,High,10975.37
3013.0,12565.37,High,10975.37
888.0,12565.35,High,10975.37
4201.0,12561.17,High,10975.37
4897.0,12560.22,High,10975.37
454.0,12559.65,High,10975.37
1275.0,12557.82,High,10975.37
3396.0,12557.01,High,10975.37
419.0,12554.16,High,10975.37
3701.0,12551.0,High,10975.37
137.0,12548.69,High,10975.37
1635.0,12548.23,High,10975.37
1746.0,12548.12,High,10975.37
4437.0,12547.35,High,10975.37
2662.0,12545.38,High,10975.37
1408.0,12544.76,High,10975.37
3017.0,12540.32,High,10975.37
588.0,12537.77,High,10975.37
2410.0,12534.73,High,10975.37
252.0,12534.33,High,10975.37
3987.0,12532.77,High,10975.37
3655.0,12530.55,High,10975.37
515.0,12530.16,High,10975.37
4660.0,12529.72,High,10975.37
344.0,12529.43,High,10975.37
3662.0,12528.17,High,10975.37
15.0,12527.57,High,10975.37
296.0,12525.23,High,10975.37
4511.0,12524.51,High,10975.37
2892.0,12524.05,High,10975.37
2238.0,12521.13,High,10975.37
1132.0,12520.38,High,10975.37
1540.0,12518.6,High,10975.37
200.0,12516.82,High,10975.37
4979.0,12516.79,High,10975.37
1569.0,12512.56,High,10975.37
3341.0,12510.39,High,10975.37
831.0,12509.53,High,10975.37
1765.0,12508.38,High,10975.37
4179.0,12506.79,High,10975.37
286.0,12506.3,High,10975.37
1906.0,12505.96,High,10975.37
903.0,12505.79,High,10975.37
370.0,12500.5,High,10975.37
4995.0,12499.15,High,10975.37
3216.0,12497.31,High,10975.37
3896.0,12496.67,High,10975.37
129.0,12496.61,High,10975.37
1490.0,12496.47,High,10975.37
3803.0,12495.2,High,10975.37
4106.0,12495.13,High,10975.37
3764.0,12493.6,High,10975.37
233.0,12492.05,High,10975.37
3091.0,12489.28,High,10975.37
3432.0,12489.2,High,10975.37
876.0,12488.1,High,10975.37
3491.0,12487.6,High,10975.37
1935.0,12487.3,High,10975.37
3292.0,12485.07,High,10975.37
3197.0,12482.6,High,10975.37
3999.0,12480.3,High,10975.37
1329.0,12475.99,High,10975.37
843.0,12474.25,High,10975.37
3155.0,12474.0,High,10975.37
433.0,12471.41,High,10975.37
2579.0,12470.47,High,10975.37
1683.0,12469.1,High,10975.37
1465.0,12468.8,High,10975.37
1257.0,12468.56,High,10975.37
3871.0,12467.77,High,10975.37
1284.0,12467.67,High,10975.37
118.0,12467.34,High,10975.37
3206.0,12466.12,High,10975.37
2042.0,12465.59,High,10975.37
375.0,12464.08,High,10975.37
55.0,12461.1,High,10975.37
4231.0,12457.08,High,10975.37
4988.0,12456.73,High,10975.37
4536.0,12456.49,High,10975.37
2781.0,12456.02,High,10975.37
1993.0,12455.22,High,10975.37
3086.0,12455.19,High,10975.37
4432.0,12454.33,High,10975.37
2394.0,12453.96,High,10975.37
4148.0,12453.02,High,10975.37
3905.0,12452.16,High,10975.37
219.0,12450.82,High,10975.37
2209.0,12450.03,High,10975.37
1520.0,12448.57,High,10975.37
852.0,12448.22,High,10975.37
2737.0,12446.86,High,10975.37
1334.0,12446.44,High,10975.37
4720.0,12442.73,High,10975.37
3004.0,12442.67,High,10975.37
894.0,12439.96,High,10975.37
3623.0,12439.62,High,10975.37
3926.0,12438.51,High,10975.37
1292.0,12437.33,High,10975.37
4267.0,12436.6,High,10975.37
2096.0,12433.4,High,10975.37
4070.0,12432.88,High,10975.37
3514.0,12432.12,High,10975.37
2664.0,12430.63,High,10975.37
3925.0,12430.63,High,10975.37
2173.0,12429.97,High,10975.37
1440.0,12429.46,High,10975.37
3200.0,12428.85,High,10975.37
1780.0,12428.31,High,10975.37
1779.0,12428.17,High,10975.37
850.0,12428.05,High,10975.37
1595.0,12428.05,High,10975.37
4460.0,12424.98,High,10975.37
2039.0,12424.96,High,10975.37
629.0,12424.82,High,10975.37
4341.0,12423.91,High,10975.37
4529.0,12420.02,High,10975.37
2552.0,12419.78,High,10975.37
3806.0,12419.73,High,10975.37
650.0,12417.84,High,10975.37
1643.0,12416.83,High,10975.37
2242.0,12416.01,High,10975.37
1447.0,12415.09,High,10975.37
201.0,12413.66,High,10975.37
2610.0,12413.47,High,10975.37
3453.0,12411.34,High,10975.37
39.0,12410.72,High,10975.37
3175.0,12409.6,High,10975.37
3451.0,12407.77,High,10975.37
4713.0,12406.51,High,10975.37
489.0,12406.18,High,10975.37
4593.0,12403.39,High,10975.37
4917.0,12399.7,High,10975.37
787.0,12397.04,High,10975.37
486.0,12395.38,High,10975.37
3836.0,12394.86,High,10975.37
3819.0,12394.43,High,10975.37
2642.0,12393.03,High,10975.37
2103.0,12390.13,High,10975.37
1743.0,12388.36,High,10975.37
1847.0,12387.58,High,10975.37
2054.0,12387.25,High,10975.37
3462.0,12385.97,High,10975.37
4756.0,12385.8,High,10975.37
4537.0,12385.72,High,10975.37
4836.0,12385.58,High,10975.37
2188.0,12382.38,High,10975.37
1696.0,12381.96,High,10975.37
1403.0,12380.68,High,10975.37
4801.0,12380.24,High,10975.37
1734.0,12378.17,High,10975.37
421.0,12377.31,High,10975.37
2347.0,12377.13,High,10975.37
2316.0,12375.98,High,10975.37
4228.0,12374.87,High,10975.37
1712.0,12374.28,High,10975.37
3854.0,12373.81,High,10975.37
1406.0,12370.25,High,10975.37
2979.0,12367.57,High,10975.37
3342.0,12366.56,High,10975.37
1502.0,12366.37,High,10975.37
4858.0,12362.33,High,10975.37
4497.0,12360.56,High,10975.37
94.0,12358.42,High,10975.37
1320.0,12357.78,High,10975.37
4599.0,12357.16,High,10975.37
3986.0,12355.91,High,10975.37
1578.0,12352.12,High,10975.37
2989.0,12351.34,High,10975.37
4865.0,12349.97,High,10975.37
3849.0,12349.72,High,10975.37
2755.0,12349.41,High,10975.37
1210.0,12347.1,High,10975.37
3296.0,12346.92,High,10975.37
624.0,12345.65,High,10975.37
3411.0,12345.61,High,10975.37
3107.0,12342.38,High,10975.37
156.0,12341.82,High,10975.37
4629.0,12340.77,High,10975.37
3392.0,12338.84,High,10975.37
2038.0,12338.73,High,10975.37
4368.0,12332.99,High,10975.37
1997.0,12330.97,High,10975.37
423.0,12329.29,High,10975.37
4851.0,12329.1,High,10975.37
872.0,12328.84,High,10975.37
4740.0,12327.26,High,10975.37
799.0,12325.48,High,10975.37
3400.0,12325.2,High,10975.37
574.0,12323.81,High,10975.37
4176.0,12323.7,High,10975.37
2028.0,12320.41,High,10975.37
3707.0,12318.76,High,10975.37
4030.0,12317.9,High,10975.37
2523.0,12317.41,High,10975.37
199.0,12317.38,High,10975.37
4904.0,12316.91,High,10975.37
4518.0,12316.59,High,10975.37
2825.0,12316.37,High,10975.37
185.0,12315.64,High,10975.37
3961.0,12315.22,High,10975.37
4188.0,12314.52,High,10975.37
1766.0,12313.95,High,10975.37
47.0,12312.03,High,10975.37
2775.0,12311.84,High,10975.37
3148.0,12311.26,High,10975.37
2446.0,12310.07,High,10975.37
3221.0,12309.61,High,10975.37
1131.0,12309.08,High,10975.37
4006.0,12308.64,High,10975.37
2592.0,12306.06,High,10975.37
4238.0,12304.01,High,10975.37
862.0,12300.91,High,10975.37
1434.0,12298.74,High,10975.37
3436.0,12298.56,High,10975.37
3340.0,12297.03,High,10975.37
495.0,12296.04,High,10975.37
3792.0,12294.09,High,10975.37
4492.0,12293.82,High,10975.37
166.0,12292.93,High,10975.37
4191.0,12290.15,High,10975.37
800.0,12288.92,High,10975.37
1251.0,12287.75,High,10975.37
621.0,12287.03,High,10975.37
801.0,12286.04,High,10975.37
939.0,12285.32,High,10975.37
3863.0,12283.86,High,10975.37
152.0,12282.77,High,10975.37
4461.0,12282.63,High,10975.37
4111.0,12281.68,High,10975.37
1214.0,12280.98,High,10975.37
786.0,12279.78,High,10975.37
279.0,12279.24,High,10975.37
25.0,12278.5,High,10975.37
1369.0,12277.85,High,10975.37
1602.0,12277.4,High,10975.37
288.0,12274.09,High,10975.37
3611.0,12273.73,High,10975.37
3989.0,12272.73,High,10975.37
2508.0,12272.52,High,10975.37
1364.0,12271.75,High,10975.37
3163.0,12271.66,High,10975.37
4249.0,12271.24,High,10975.37
353.0,12270.23,High,10975.37
4283.0,12269.76,High,10975.37
2157.0,12268.28,High,10975.37
3026.0,12268.19,High,10975.37
684.0,12267.11,High,10975.37
1076.0,12264.76,High,10975.37
2057.0,12264.68,High,10975.37
4479.0,12262.91,High,10975.37
87.0,12261.54,High,10975.37
74.0,12259.6,High,10975.37
1866.0,12259.28,High,10975.37
679.0,12254.83,High,10975.37
3546.0,12252.88,High,10975.37
984.0,12251.8,High,10975.37
4458.0,12251.29,High,10975.37
1985.0,12251.09,High,10975.37
1421.0,12250.86,High,10975.37
859.0,12250.51,High,10975.37
4721.0,12250.07,High,10975.37
2962.0,12248.94,High,10975.37
2127.0,12248.57,High,10975.37
4928.0,12248.45,High,10975.37
3920.0,12243.22,High,10975.37
3774.0,12241.76,High,10975.37
2692.0,12240.77,High,10975.37
365.0,12240.38,High,10975.37
1363.0,12240.28,High,10975.37
648.0,12239.42,High,10975.37
3038.0,12238.11,High,10975.37
401.0,12236.05,High,10975.37
1687.0,12233.36,High,10975.37
2262.0,12230.95,High,10975.37
4177.0,12220.8,High,10975.37
1986.0,12220.79,High,10975.37
284.0,12220.0,High,10975.37
1459.0,12218.67,High,10975.37
1664.0,12217.59,High,10975.37
841.0,12217.19,High,10975.37
203.0,12216.64,High,10975.37
4677.0,12215.76,High,10975.37
666.0,12215.34,High,10975.37
3056.0,12214.12,High,10975.37
3461.0,12213.45,High,10975.37
3318.0,12212.21,High,10975.37
988.0,12209.24,High,10975.37
2569.0,12208.78,High,10975.37
12.0,12208.38,High,10975.37
3090.0,12207.62,High,10975.37
3246.0,12206.66,High,10975.37
169.0,12206.33,High,10975.37
1170.0,12206.0,High,10975.37
2673.0,12204.61,High,10975.37
2487.0,12203.7,High,10975.37
677.0,12203.53,High,10975.37
3959.0,12196.01,High,10975.37
4323.0,12194.3,High,10975.37
3114.0,12192.98,High,10975.37
3783.0,12192.2,High,10975.37
2477.0,12191.98,High,10975.37
1377.0,12190.17,High,10975.37
4296.0,12188.95,High,10975.37
268.0,12184.83,High,10975.37
4946.0,12184.19,High,10975.37
688.0,12183.86,High,10975.37
1449.0,12183.78,High,10975.37
4539.0,12183.74,High,10975.37
2061.0,12181.59,High,10975.37
3162.0,12181.35,High,10975.37
3465.0,12180.88,High,10975.37
4011.0,12180.65,High,10975.37
2194.0,12178.67,High,10975.37
4410.0,12177.19,High,10975.37
68.0,12176.96,High,10975.37
1027.0,12175.3,High,10975.37
239.0,12174.78,High,10975.37
3391.0,12174.5,High,10975.37
503.0,12174.05,High,10975.37
2838.0,12171.84,High,10975.37
2903.0,12171.46,High,10975.37
949.0,12170.18,High,10975.37
2363.0,12169.05,High,10975.37
3840.0,12169.02,High,10975.37
1829.0,12165.85,High,10975.37
2688.0,12165.82,High,10975.37
3002.0,12164.8,High,10975.37
4187.0,12163.44,High,10975.37
1282.0,12163.28,High,10975.37
2128.0,12159.39,High,10975.37
1193.0,12158.6,High,10975.37
342.0,12158.51,High,10975.37
3081.0,12158.16,High,10975.37
2575.0,12157.93,High,10975.37
1066.0,12157.44,High,10975.37
218.0,12156.52,High,10975.37
2240.0,12156.29,High,10975.37
3498.0,12155.64,High,10975.37
4247.0,12154.77,High,10975.37
4886.0,12153.76,High,10975.37
1753.0,12152.86,High,10975.37
3738.0,12152.49,High,10975.37
1536.0,12150.86,High,10975.37
83.0,12149.71,High,10975.37
1848.0,12148.31,High,10975.37
1581.0,12145.08,High,10975.37
4268.0,12143.69,High,10975.37
599.0,12142.19,High,10975.37
4462.0,12141.4,High,10975.37
1352.0,12140.47,High,10975.37
1727.0,12137.47,High,10975.37
2205.0,12136.5,High,10975.37
1500.0,12135.43,High,10975.37
1247.0,12133.73,High,10975.37
2007.0,12132.08,High,10975.37
4446.0,12131.91,High,10975.37
2465.0,12131.1,High,10975.37
1757.0,12129.52,High,10975.37
2573.0,12129.27,High,10975.37
92.0,12119.83,High,10975.37
4895.0,12116.24,High,10975.37
1531.0,12115.57,High,10975.37
2677.0,12114.29,High,10975.37
2905.0,12109.15,High,10975.37
2603.0,12108.73,High,10975.37
2691.0,12105.86,High,10975.37
2708.0,12105.2,High,10975.37
4594.0,12103.45,High,10975.37
3420.0,12102.88,High,10975.37
241.0,12098.05,High,10975.37
2079.0,12097.77,High,10975.37
1385.0,12096.61,High,10975.37
2361.0,12095.42,High,10975.37
968.0,12092.53,High,10975.37
1206.0,12091.75,High,10975.37
994.0,12091.46,High,10975.37
3346.0,12091.42,High,10975.37
4282.0,12088.92,High,10975.37
3749.0,12088.66,High,10975.37
4411.0,12086.89,High,10975.37
1975.0,12085.14,High,10975.37
3445.0,12085.1,High,10975.37
3215.0,12082.96,High,10975.37
4827.0,12082.86,High,10975.37
4392.0,12078.58,High,10975.37
4412.0,12078.0,High,10975.37
3118.0,12077.76,High,10975.37
2805.0,12077.29,High,10975.37
2182.0,12076.89,High,10975.37
1809.0,12075.94,High,10975.37
436.0,12075.19,High,10975.37
1830.0,12073.54,High,10975.37
3772.0,12072.88,High,10975.37
4415.0,12072.17,High,10975.37
3711.0,12071.6,High,10975.37
4791.0,12069.84,High,10975.37
1652.0,12069.04,High,10975.37
3778.0,12068.57,High,10975.37
4375.0,12066.74,High,10975.37
1553.0,12065.43,High,10975.37
3644.0,12064.14,High,10975.37
2143.0,12063.29,High,10975.37
271.0,12061.97,High,10975.37
1522.0,12056.04,High,10975.37
2621.0,12055.68,High,10975.37
3421.0,12054.66,High,10975.37
567.0,12053.15,High,10975.37
2018.0,12051.98,High,10975.37
2856.0,12051.17,High,10975.37
3478.0,12049.86,High,10975.37
4647.0,12046.55,High,10975.37
3028.0,12046.52,High,10975.37
3283.0,12045.33,High,10975.37
4009.0,12043.92,High,10975.37
969.0,12042.97,High,10975.37
1044.0,12041.1,High,10975.37
3049.0,12040.57,High,10975.37
4816.0,12038.87,High,10975.37
2348.0,12034.97,High,10975.37
2485.0,12034.59,High,10975.37
3395.0,12034.31,High,10975.37
3557.0,12031.46,High,10975.37
2902.0,12029.9,High,10975.37
236.0,12029.44,High,10975.37
381.0,12028.55,High,10975.37
54.0,12028.39,High,10975.37
827.0,12027.94,High,10975.37
1398.0,12027.92,High,10975.37
4431.0,12027.7,High,10975.37
820.0,12027.27,High,10975.37
1639.0,12023.33,High,10975.37
1690.0,12021.98,High,10975.37
644.0,12021.8,High,10975.37
362.0,12020.53,High,10975.37
4547.0,12019.8,High,10975.37
1353.0,12017.0,High,10975.37
3181.0,12016.68,High,10975.37
3353.0,12013.43,High,10975.37
1921.0,12011.57,High,10975.37
334.0,12009.44,High,10975.37
2823.0,12008.93,High,10975.37
769.0,12006.49,High,10975.37
4167.0,12006.41,High,10975.37
661.0,12003.76,High,10975.37
2808.0,12000.05,High,10975.37
1494.0,11999.13,High,10975.37
300.0,11997.16,High,10975.37
1301.0,11994.01,High,10975.37
758.0,11993.86,High,10975.37
2122.0,11991.95,High,10975.37
2797.0,11990.38,High,10975.37
2520.0,11989.56,High,10975.37
1368.0,11988.38,High,10975.37
3110.0,11986.17,High,10975.37
2582.0,11986.16,High,10975.37
1960.0,11985.07,High,10975.37
127.0,11983.27,High,10975.37
2852.0,11982.47,High,10975.37
3210.0,11982.21,High,10975.37
835.0,11981.32,High,10975.37
1341.0,11979.18,High,10975.37
2624.0,11978.27,High,10975.37
3716.0,11978.01,High,10975.37
1163.0,11977.07,High,10975.37
4483.0,11976.06,High,10975.37
651.0,11975.17,High,10975.37
4913.0,11973.43,High,10975.37
4553.0,11972.75,High,10975.37
4977.0,11972.07,High,10975.37
17.0,11971.82,High,10975.37
1287.0,11971.15,High,10975.37
4805.0,11970.51,High,10975.37
2043.0,11970.17,High,10975.37
3617.0,11969.62,High,10975.37
4983.0,11968.34,High,10975.37
3327.0,11967.12,High,10975.37
2906.0,11965.37,High,10975.37
3321.0,11963.32,High,10975.37
4038.0,11962.92,High,10975.37
60.0,11961.66,High,10975.37
4329.0,11959.69,High,10975.37
2081.0,11959.14,High,10975.37
4168.0,11959.0,High,10975.37
4703.0,11958.52,High,10975.37
731.0,11958.42,High,10975.37
2208.0,11957.45,High,10975.37
4876.0,11956.73,High,10975.37
2762.0,11956.57,High,10975.37
223.0,11956.16,High,10975.37
4786.0,11953.49,High,10975.37
507.0,11953.49,High,10975.37
3572.0,11953.34,High,10975.37
352.0,11951.86,High,10975.37
4655.0,11951.29,High,10975.37
3348.0,11949.79,High,10975.37
2598.0,11948.05,High,10975.37
1078.0,11947.68,High,10975.37
3303.0,11946.87,High,10975.37
1474.0,11946.46,High,10975.37
1729.0,11945.86,High,10975.37
1365.0,11945.77,High,10975.37
2176.0,11945.4,High,10975.37
1850.0,11945.02,High,10975.37
3645.0,11943.73,High,10975.37
2424.0,11943.33,High,10975.37
3390.0,11943.33,High,10975.37
527.0,11942.71,High,10975.37
880.0,11942.49,High,10975.37
4065.0,11941.96,High,10975.37
2980.0,11940.84,High,10975.37
991.0,11939.15,High,10975.37
3488.0,11939.14,High,10975.37
2086.0,11938.11,High,10975.37
4173.0,11937.62,High,10975.37
611.0,11937.36,High,10975.37
231.0,11937.25,High,10975.37
3583.0,11937.13,High,10975.37
3330.0,11937.1,High,10975.37
2470.0,11936.07,High,10975.37
3839.0,11935.39,High,10975.37
4373.0,11935.26,High,10975.37
3140.0,11935.17,High,10975.37
4180.0,11932.28,High,10975.37
4193.0,11932.08,High,10975.37
136.0,11929.84,High,10975.37
3696.0,11928.93,High,10975.37
2407.0,11927.15,High,10975.37
811.0,11922.64,High,10975.37
618.0,11922.31,High,10975.37
2898.0,11921.72,High,10975.37
712.0,11918.6,High,10975.37
2266.0,11918.26,High,10975.37
649.0,11918.18,High,10975.37
2670.0,11914.89,High,10975.37
4854.0,11914.82,High,10975.37
2824.0,11912.04,High,10975.37
2462.0,11911.42,High,10975.37
3365.0,11910.74,High,10975.37
4828.0,11910.54,High,10975.37
2622.0,11910.2,High,10975.37
1208.0,11909.23,High,10975.37
3202.0,11909.23,High,10975.37
4576.0,11903.7,High,10975.37
3089.0,11902.14,High,10975.37
955.0,11902.0,High,10975.37
825.0,11898.04,High,10975.37
1938.0,11897.78,High,10975.37
3266.0,11897.36,High,10975.37
1694.0,11896.86,High,10975.37
4508.0,11896.73,High,10975.37
1507.0,11896.46,High,10975.37
3642.0,11896.19,High,10975.37
468.0,11895.24,High,10975.37
3324.0,11893.99,High,10975.37
2614.0,11891.76,High,10975.37
1853.0,11891.53,High,10975.37
2469.0,11891.23,High,10975.37
2910.0,11890.28,High,10975.37
2840.0,11888.28,High,10975.37
3134.0,11887.78,High,10975.37
463.0,11887.26,High,10975.37
854.0,11885.87,High,10975.37
4648.0,11885.02,High,10975.37
2212.0,11883.99,High,10975.37
2397.0,11883.62,High,10975.37
1534.0,11883.16,High,10975.37
4197.0,11877.84,High,10975.37
147.0,11877.51,High,10975.37
4213.0,11876.23,High,10975.37
2409.0,11876.21,High,10975.37
4122.0,11874.3,High,10975.37
3735.0,11869.09,High,10975.37
2839.0,11868.93,High,10975.37
2793.0,11868.5,High,10975.37
213.0,11867.66,High,10975.37
214.0,11866.2,High,10975.37
1984.0,11864.52,High,10975.37
4960.0,11864.43,High,10975.37
1062.0,11864.39,High,10975.37
858.0,11864.17,High,10975.37
4597.0,11860.86,High,10975.37
4110.0,11857.35,High,10975.37
3289.0,11857.02,High,10975.37
1197.0,11854.79,High,10975.37
4244.0,11852.37,High,10975.37
3512.0,11851.71,High,10975.37
3139.0,11850.65,High,10975.37
2089.0,11850.54,High,10975.37
4043.0,11847.87,High,10975.37
1230.0,11847.34,High,10975.37
1000.0,11847.27,High,10975.37
481.0,11847.03,High,10975.37
911.0,11846.98,High,10975.37
561.0,11846.78,High,10975.37
51.0,11846.69,High,10975.37
4887.0,11845.09,High,10975.37
3598.0,11844.17,High,10975.37
9.0,11842.68,High,10975.37
2416.0,11842.28,High,10975.37
734.0,11841.55,High,10975.37
1245.0,11840.76,High,10975.37
1100.0,11840.64,High,10975.37
2973.0,11837.57,High,10975.37
3675.0,11836.9,High,10975.37
1003.0,11836.86,High,10975.37
3796.0,11835.15,High,10975.37
409.0,11835.1,High,10975.37
3874.0,11835.05,High,10975.37
802.0,11834.84,High,10975.37
2595.0,11834.32,High,10975.37
3480.0,11834.29,High,10975.37
4305.0,11833.34,High,10975.37
2918.0,11832.83,High,10975.37
4243.0,11832.65,High,10975.37
4050.0,11831.9,High,10975.37
4736.0,11831.36,High,10975.37
3183.0,11830.85,High,10975.37
1031.0,11829.57,High,10975.37
276.0,11827.54,High,10975.37
1298.0,11827.17,High,10975.37
533.0,11824.6,High,10975.37
4302.0,11824.38,High,10975.37
3921.0,11823.54,High,10975.37
2880.0,11823.32,High,10975.37
1810.0,11821.01,High,10975.37
1077.0,11820.79,High,10975.37
2798.0,11820.28,High,10975.37
2319.0,11820.02,High,10975.37
4879.0,11818.39,High,10975.37
2314.0,11816.26,High,10975.37
3699.0,11813.74,High,10975.37
1926.0,11813.45,High,10975.37
3704.0,11812.85,High,10975.37
1002.0,11812.62,High,10975.37
3044.0,11811.17,High,10975.37
1468.0,11809.41,High,10975.37
3052.0,11808.62,High,10975.37
2306.0,11807.43,High,10975.37
3616.0,11806.69,High,10975.37
1357.0,11806.08,High,10975.37
3119.0,11805.86,High,10975.37
4916.0,11805.76,High,10975.37
549.0,11805.44,High,10975.37
1813.0,11804.51,High,10975.37
1560.0,11804.46,High,10975.37
3287.0,11804.44,High,10975.37
3371.0,11804.07,High,10975.37
2830.0,11803.99,High,10975.37
4277.0,11803.82,High,10975.37
2336.0,11803.48,High,10975.37
1142.0,11803.04,High,10975.37
4100.0,11802.04,High,10975.37
4456.0,11800.94,High,10975.37
3968.0,11800.9,High,10975.37
4637.0,11800.82,High,10975.37
3624.0,11800.68,High,10975.37
1599.0,11798.26,High,10975.37
2000.0,11796.76,High,10975.37
3992.0,11794.09,High,10975.37
1703.0,11793.05,High,10975.37
1716.0,11792.91,High,10975.37
1198.0,11791.55,High,10975.37
2141.0,11790.14,High,10975.37
1148.0,11790.03,High,10975.37
4146.0,11789.25,High,10975.37
1285.0,11787.91,High,10975.37
4638.0,11786.75,High,10975.37
4981.0,11786.56,High,10975.37
1594.0,11784.26,High,10975.37
2526.0,11783.94,High,10975.37
3066.0,11783.34,High,10975.37
1405.0,11782.76,High,10975.37
1695.0,11782.7,High,10975.37
2684.0,11782.29,High,10975.37
350.0,11780.97,High,10975.37
1677.0,11778.44,High,10975.37
295.0,11777.23,High,10975.37
3988.0,11776.07,High,10975.37
4352.0,11775.82,High,10975.37
4317.0,11774.22,High,10975.37
338.0,11773.74,High,10975.37
1437.0,11772.61,High,10975.37
1900.0,11771.71,High,10975.37
1154.0,11771.58,High,10975.37
4751.0,11771.39,High,10975.37
2283.0,11771.3,High,10975.37
4085.0,11768.78,High,10975.37
3376.0,11768.5,High,10975.37
535.0,11765.52,High,10975.37
1691.0,11764.01,High,10975.37
1498.0,11763.69,High,10975.37
105.0,11763.57,High,10975.37
4448.0,11761.57,High,10975.37
230.0,11761.04,High,10975.37
542.0,11759.71,High,10975.37
4757.0,11759.37,High,10975.37
377.0,11759.27,High,10975.37
3295.0,11759.13,High,10975.37
4564.0,11756.08,High,10975.37
4372.0,11756.07,High,10975.37
1453.0,11754.66,High,10975.37
2177.0,11754.44,High,10975.37
3726.0,11754.43,High,10975.37
1012.0,11751.25,High,10975.37
508.0,11750.29,High,10975.37
4075.0,11750.0,High,10975.37
1035.0,11749.28,High,10975.37
3918.0,11749.11,High,10975.37
63.0,11748.36,High,10975.37
634.0,11747.3,High,10975.37
1064.0,11746.53,High,10975.37
1621.0,11745.96,High,10975.37
