customer_id,total_spend,spend_tier
1369.0,12277.85,High
1602.0,12277.4,High
288.0,12274.09,High
3611.0,12273.73,High
3989.0,12272.73,High
2508.0,12272.52,High
1364.0,12271.75,High
3163.0,12271.66,High
4249.0,12271.24,High
353.0,12270.23,High
4283.0,12269.76,High
2157.0,12268.28,High
3026.0,12268.19,High
684.0,12267.11,High
1076.0,12264.76,High
2057.0,12264.68,High
4479.0,12262.91,High
87.0,12261.54,High
74.0,12259.6,High
1866.0,12259.28,High
679.0,12254.83,High
3546.0,12252.88,High
984.0,12251.8,High
4458.0,12251.29,High
1985.0,12251.09,High
1421.0,12250.86,High
859.0,12250.51,High
4721.0,12250.07,High
2962.0,12248.94,High
2127.0,12248.57,High
4928.0,12248.45,High
3920.0,12243.22,High
3774.0,12241.76,High
2692.0,12240.77,High
365.0,12240.38,High
1363.0,12240.28,High
648.0,12239.42,High
3038.0,12238.11,High
401.0,12236.05,High
1687.0,12233.36,High
2262.0,12230.95,High
4177.0,12220.8,High
1986.0,12220.79,High
284.0,12220.0,High
1459.0,12218.67,High
1664.0,12217.59,High
841.0,12217.19,High
203.0,12216.64,High
4677.0,12215.76,High
666.0,12215.34,High
3056.0,12214.12,High
3461.0,12213.45,High
3318.0,12212.21,High
988.0,12209.24,High
2569.0,12208.78,High
12.0,12208.38,High
3090.0,12207.62,High
3246.0,12206.66,High
169.0,12206.33,High
1170.0,12206.0,High
2673.0,12204.61,High
2487.0,12203.7,High
677.0,12203.53,High
3959.0,12196.01,High
4323.0,12194.3,High
3114.0,12192.98,High
3783.0,12192.2,High
2477.0,12191.98,High
1377.0,12190.17,High
4296.0,12188.95,High
268.0,12184.83,High
4946.0,12184.19,High
688.0,12183.86,High
1449.0,12183.78,High
4539.0,12183.74,High
2061.0,12181.59,High
3162.0,12181.35,High
3465.0,12180.88,High
4011.0,12180.65,High
2194.0,12178.67,High
4410.0,12177.19,High
68.0,12176.96,High
1027.0,12175.3,High
239.0,12174.78,High
3391.0,12174.5,High
503.0,12174.05,High
2838.0,12171.84,High
2903.0,12171.46,High
949.0,12170.18,High
2363.0,12169.05,High
3840.0,12169.02,High
1829.0,12165.85,High
2688.0,12165.82,High
3002.0,12164.8,High
4187.0,12163.44,High
1282.0,12163.28,High
2128.0,12159.39,High
1193.0,12158.6,High
342.0,12158.51,High
3081.0,12158.16,High
2575.0,12157.93,High
1066.0,12157.44,High
218.0,12156.52,High
2240.0,12156.29,High
3498.0,12155.64,High
4247.0,12154.77,High
4886.0,12153.76,High
1753.0,12152.86,High
3738.0,12152.49,High
1536.0,12150.86,High
83.0,12149.71,High
1848.0,12148.31,High
1581.0,12145.08,High
4268.0,12143.69,High
599.0,12142.19,High
4462.0,12141.4,High
1352.0,12140.47,High
1727.0,12137.47,High
2205.0,12136.5,High
1500.0,12135.43,High
1247.0,12133.73,High
2007.0,12132.08,High
4446.0,12131.91,High
2465.0,12131.1,High
1757.0,12129.52,High
2573.0,12129.27,High
92.0,12119.83,High
4895.0,12116.24,High
1531.0,12115.57,High
2677.0,12114.29,High
2905.0,12109.15,High
2603.0,12108.73,High
2691.0,12105.86,High
2708.0,12105.2,High
4594.0,12103.45,High
3420.0,12102.88,High
241.0,12098.05,High
2079.0,12097.77,High
1385.0,12096.61,High
2361.0,12095.42,High
968.0,12092.53,High
1206.0,12091.75,High
994.0,12091.46,High
3346.0,12091.42,High
4282.0,12088.92,High
3749.0,12088.66,High
4411.0,12086.89,High
1975.0,12085.14,High
3445.0,12085.1,High
3215.0,12082.96,High
4827.0,12082.86,High
4392.0,12078.58,High
4412.0,12078.0,High
3118.0,12077.76,High
2805.0,12077.29,High
2182.0,12076.89,High
1809.0,12075.94,High
436.0,12075.19,High
1830.0,12073.54,High
3772.0,12072.88,High
4415.0,12072.17,High
3711.0,12071.6,High
4791.0,12069.84,High
1652.0,12069.04,High
3778.0,12068.57,High
4375.0,12066.74,High
1553.0,12065.43,High
3644.0,12064.14,High
2143.0,12063.29,High
271.0,12061.97,High
1522.0,12056.04,High
2621.0,12055.68,High
3421.0,12054.66,High
567.0,12053.15,High
2018.0,12051.98,High
2856.0,12051.17,High
3478.0,12049.86,High
4647.0,12046.55,High
3028.0,12046.52,High
3283.0,12045.33,High
4009.0,12043.92,High
969.0,12042.97,High
1044.0,12041.1,High
3049.0,12040.57,High
4816.0,12038.87,High
2348.0,12034.97,High
2485.0,12034.59,High
3395.0,12034.31,High
3557.0,12031.46,High
2902.0,12029.9,High
236.0,12029.44,High
381.0,12028.55,High
54.0,12028.39,High
827.0,12027.94,High
1398.0,12027.92,High
4431.0,12027.7,High
820.0,12027.27,High
1639.0,12023.33,High
1690.0,12021.98,High
644.0,12021.8,High
362.0,12020.53,High
4547.0,12019.8,High
1353.0,12017.0,High
3181.0,12016.68,High
3353.0,12013.43,High
1921.0,12011.57,High
334.0,12009.44,High
2823.0,12008.93,High
769.0,12006.49,High
4167.0,12006.41,High
661.0,12003.76,High
2808.0,12000.05,High
1494.0,11999.13,High
300.0,11997.16,High
1301.0,11994.01,High
758.0,11993.86,High
2122.0,11991.95,High
2797.0,11990.38,High
2520.0,11989.56,High
1368.0,11988.38,High
3110.0,11986.17,High
2582.0,11986.16,High
1960.0,11985.07,High
127.0,11983.27,High
2852.0,11982.47,High
3210.0,11982.21,High
835.0,11981.32,High
1341.0,11979.18,High
2624.0,11978.27,High
3716.0,11978.01,High
1163.0,11977.07,High
4483.0,11976.06,High
651.0,11975.17,High
4913.0,11973.43,High
4553.0,11972.75,High
4977.0,11972.07,High
17.0,11971.82,High
1287.0,11971.15,High
4805.0,11970.51,High
2043.0,11970.17,High
3617.0,11969.62,High
4983.0,11968.34,High
3327.0,11967.12,High
2906.0,11965.37,High
3321.0,11963.32,High
4038.0,11962.92,High
60.0,11961.66,High
4329.0,11959.69,High
2081.0,11959.14,High
4168.0,11959.0,High
4703.0,11958.52,High
731.0,11958.42,High
2208.0,11957.45,High
4876.0,11956.73,High
2762.0,11956.57,High
223.0,11956.16,High
4786.0,11953.49,High
507.0,11953.49,High
3572.0,11953.34,High
352.0,11951.86,High
4655.0,11951.29,High
3348.0,11949.79,High
2598.0,11948.05,High
1078.0,11947.68,High
3303.0,11946.87,High
1474.0,11946.46,High
1729.0,11945.86,High
1365.0,11945.77,High
2176.0,11945.4,High
1850.0,11945.02,High
3645.0,11943.73,High
3390.0,11943.33,High
2424.0,11943.33,High
527.0,11942.71,High
880.0,11942.49,High
4065.0,11941.96,High
2980.0,11940.84,High
991.0,11939.15,High
3488.0,11939.14,High
2086.0,11938.11,High
4173.0,11937.62,High
611.0,11937.36,High
231.0,11937.25,High
3583.0,11937.13,High
3330.0,11937.1,High
2470.0,11936.07,High
3839.0,11935.39,High
4373.0,11935.26,High
3140.0,11935.17,High
4180.0,11932.28,High
4193.0,11932.08,High
136.0,11929.84,High
3696.0,11928.93,High
2407.0,11927.15,High
811.0,11922.64,High
618.0,11922.31,High
2898.0,11921.72,High
712.0,11918.6,High
2266.0,11918.26,High
649.0,11918.18,High
2670.0,11914.89,High
4854.0,11914.82,High
2824.0,11912.04,High
2462.0,11911.42,High
3365.0,11910.74,High
4828.0,11910.54,High
2622.0,11910.2,High
3202.0,11909.23,High
1208.0,11909.23,High
4576.0,11903.7,High
3089.0,11902.14,High
955.0,11902.0,High
825.0,11898.04,High
1938.0,11897.78,High
3266.0,11897.36,High
1694.0,11896.86,High
4508.0,11896.73,High
1507.0,11896.46,High
3642.0,11896.19,High
468.0,11895.24,High
3324.0,11893.99,High
2614.0,11891.76,High
1853.0,11891.53,High
2469.0,11891.23,High
2910.0,11890.28,High
2840.0,11888.28,High
3134.0,11887.78,High
463.0,11887.26,High
854.0,11885.87,High
4648.0,11885.02,High
2212.0,11883.99,High
2397.0,11883.62,High
1534.0,11883.16,High
4197.0,11877.84,High
147.0,11877.51,High
4213.0,11876.23,High
2409.0,11876.21,High
4122.0,11874.3,High
3735.0,11869.09,High
2839.0,11868.93,High
2793.0,11868.5,High
213.0,11867.66,High
214.0,11866.2,High
1984.0,11864.52,High
4960.0,11864.43,High
1062.0,11864.39,High
858.0,11864.17,High
4597.0,11860.86,High
4110.0,11857.35,High
3289.0,11857.02,High
1197.0,11854.79,High
4244.0,11852.37,High
3512.0,11851.71,High
3139.0,11850.65,High
2089.0,11850.54,High
4043.0,11847.87,High
1230.0,11847.34,High
1000.0,11847.27,High
481.0,11847.03,High
911.0,11846.98,High
561.0,11846.78,High
51.0,11846.69,High
4887.0,11845.09,High
3598.0,11844.17,High
9.0,11842.68,High
2416.0,11842.28,High
734.0,11841.55,High
1245.0,11840.76,High
1100.0,11840.64,High
2973.0,11837.57,High
3675.0,11836.9,High
1003.0,11836.86,High
3796.0,11835.15,High
409.0,11835.1,High
3874.0,11835.05,High
802.0,11834.84,High
2595.0,11834.32,High
3480.0,11834.29,High
4305.0,11833.34,High
2918.0,11832.83,High
4243.0,11832.65,High
4050.0,11831.9,High
4736.0,11831.36,High
3183.0,11830.85,High
1031.0,11829.57,High
276.0,11827.54,High
1298.0,11827.17,High
533.0,11824.6,High
4302.0,11824.38,High
3921.0,11823.54,High
2880.0,11823.32,High
1810.0,11821.01,High
1077.0,11820.79,High
2798.0,11820.28,High
2319.0,11820.02,High
4879.0,11818.39,High
2314.0,11816.26,High
3699.0,11813.74,High
1926.0,11813.45,High
3704.0,11812.85,High
1002.0,11812.62,High
3044.0,11811.17,High
1468.0,11809.41,High
3052.0,11808.62,High
2306.0,11807.43,High
3616.0,11806.69,High
1357.0,11806.08,High
3119.0,11805.86,High
4916.0,11805.76,High
549.0,11805.44,High
1813.0,11804.51,High
1560.0,11804.46,High
3287.0,11804.44,High
3371.0,11804.07,High
2830.0,11803.99,High
4277.0,11803.82,High
2336.0,11803.48,High
1142.0,11803.04,High
4100.0,11802.04,High
4456.0,11800.94,High
3968.0,11800.9,High
4637.0,11800.82,High
3624.0,11800.68,High
1599.0,11798.26,High
2000.0,11796.76,High
3992.0,11794.09,High
1703.0,11793.05,High
1716.0,11792.91,High
1198.0,11791.55,High
2141.0,11790.14,High
1148.0,11790.03,High
4146.0,11789.25,High
1285.0,11787.91,High
4638.0,11786.75,High
4981.0,11786.56,High
1594.0,11784.26,High
2526.0,11783.94,High
3066.0,11783.34,High
1405.0,11782.76,High
1695.0,11782.7,High
2684.0,11782.29,High
350.0,11780.97,High
1677.0,11778.44,High
295.0,11777.23,High
3988.0,11776.07,High
4352.0,11775.82,High
4317.0,11774.22,High
338.0,11773.74,High
1437.0,11772.61,High
1900.0,11771.71,High
1154.0,11771.58,High
4751.0,11771.39,High
2283.0,11771.3,High
4085.0,11768.78,High
3376.0,11768.5,High
535.0,11765.52,High
1691.0,11764.01,High
1498.0,11763.69,High
105.0,11763.57,High
4448.0,11761.57,High
230.0,11761.04,High
542.0,11759.71,High
4757.0,11759.37,High
377.0,11759.27,High
3295.0,11759.13,High
4564.0,11756.08,High
4372.0,11756.07,High
1453.0,11754.66,High
2177.0,11754.44,High
3726.0,11754.43,High
1012.0,11751.25,High
508.0,11750.29,High
4075.0,11750.0,High
1035.0,11749.28,High
3918.0,11749.11,High
63.0,11748.36,High
634.0,11747.3,High
1064.0,11746.53,High
1621.0,11745.96,High
3723.0,11744.4,High
4318.0,11743.4,High
1660.0,11743.17,High
2186.0,11742.95,High
4692.0,11742.84,High
108.0,11741.74,Medium
4273.0,11741.71,Medium
3936.0,11741.23,Medium
612.0,11741.05,Medium
1358.0,11740.87,Medium
3102.0,11739.2,Medium
4612.0,11737.81,Medium
1452.0,11737.43,Medium
2731.0,11734.74,Medium
504.0,11734.6,Medium
3965.0,11734.52,Medium
4102.0,11733.81,Medium
306.0,11733.77,Medium
1009.0,11733.63,Medium
1402.0,11733.53,Medium
4139.0,11732.6,Medium
4333.0,11732.16,Medium
354.0,11731.4,Medium
1628.0,11731.14,Medium
1194.0,11728.85,Medium
2570.0,11725.26,Medium
4924.0,11722.01,Medium
3664.0,11720.93,Medium
639.0,11720.32,Medium
4236.0,11719.95,Medium
70.0,11718.64,Medium
2557.0,11715.37,Medium
1086.0,11715.15,Medium
3816.0,11714.84,Medium
1478.0,11714.56,Medium
3456.0,11714.34,Medium
4269.0,11714.23,Medium
3195.0,11713.75,Medium
1542.0,11711.49,Medium
191.0,11710.97,Medium
2483.0,11709.9,Medium
4416.0,11709.64,Medium
104.0,11708.36,Medium
4240.0,11708.25,Medium
1711.0,11706.58,Medium
1718.0,11705.42,Medium
626.0,11705.01,Medium
1380.0,11703.99,Medium
4235.0,11702.86,Medium
2309.0,11702.23,Medium
1749.0,11701.44,Medium
3343.0,11700.97,Medium
447.0,11700.25,Medium
2479.0,11699.59,Medium
2630.0,11699.38,Medium
1265.0,11699.24,Medium
3788.0,11699.04,Medium
4818.0,11697.17,Medium
4294.0,11696.07,Medium
4944.0,11695.98,Medium
4331.0,11695.84,Medium
723.0,11694.72,Medium
1095.0,11694.31,Medium
1551.0,11693.9,Medium
1787.0,11692.04,Medium
3758.0,11691.13,Medium
2874.0,11691.06,Medium
3880.0,11690.81,Medium
3383.0,11690.5,Medium
1401.0,11688.44,Medium
728.0,11686.99,Medium
4651.0,11686.76,Medium
3911.0,11684.51,Medium
2538.0,11683.74,Medium
4417.0,11683.35,Medium
4480.0,11683.21,Medium
4304.0,11682.38,Medium
4490.0,11682.14,Medium
892.0,11681.89,Medium
75.0,11681.75,Medium
1912.0,11681.7,Medium
2516.0,11681.14,Medium
1213.0,11679.29,Medium
3712.0,11677.49,Medium
617.0,11676.85,Medium
2413.0,11673.95,Medium
972.0,11672.17,Medium
2581.0,11669.36,Medium
4782.0,11668.7,Medium
2576.0,11668.27,Medium
2499.0,11658.4,Medium
1394.0,11657.39,Medium
1264.0,11655.92,Medium
3471.0,11655.03,Medium
4493.0,11653.43,Medium
3238.0,11651.56,Medium
940.0,11651.18,Medium
107.0,11649.64,Medium
2510.0,11646.57,Medium
1328.0,11645.03,Medium
4868.0,11644.77,Medium
195.0,11642.71,Medium
1981.0,11641.32,Medium
4118.0,11640.7,Medium
2280.0,11639.97,Medium
4775.0,11639.55,Medium
2180.0,11638.22,Medium
596.0,11637.94,Medium
5000.0,11637.86,Medium
1239.0,11635.99,Medium
1057.0,11635.82,Medium
2551.0,11635.14,Medium
1081.0,11634.83,Medium
3725.0,11634.43,Medium
2669.0,11633.28,Medium
3943.0,11631.77,Medium
4290.0,11631.68,Medium
937.0,11630.91,Medium
3631.0,11627.46,Medium
1480.0,11625.35,Medium
2877.0,11625.26,Medium
1566.0,11625.19,Medium
4395.0,11625.17,Medium
402.0,11624.19,Medium
253.0,11622.64,Medium
812.0,11622.47,Medium
4174.0,11622.03,Medium
3247.0,11621.16,Medium
2729.0,11620.35,Medium
1894.0,11619.57,Medium
4299.0,11618.56,Medium
669.0,11617.43,Medium
1751.0,11616.19,Medium
2429.0,11615.7,Medium
3724.0,11613.83,Medium
4124.0,11612.5,Medium
3080.0,11611.2,Medium
3377.0,11610.13,Medium
2265.0,11609.77,Medium
1423.0,11608.43,Medium
2003.0,11606.02,Medium
2106.0,11605.53,Medium
4861.0,11603.99,Medium
4023.0,11602.69,Medium
2819.0,11602.29,Medium
363.0,11601.55,Medium
1253.0,11599.26,Medium
1518.0,11598.67,Medium
3314.0,11598.02,Medium
4037.0,11597.22,Medium
2608.0,11595.68,Medium
2073.0,11592.01,Medium
3973.0,11592.0,Medium
4320.0,11588.51,Medium
3553.0,11588.14,Medium
521.0,11587.24,Medium
3025.0,11586.45,Medium
4413.0,11583.4,Medium
1400.0,11582.86,Medium
1558.0,11582.29,Medium
2055.0,11581.37,Medium
4930.0,11580.31,Medium
3527.0,11580.27,Medium
961.0,11579.9,Medium
2846.0,11579.56,Medium
98.0,11578.71,Medium
1319.0,11576.09,Medium
4217.0,11574.77,Medium
40.0,11573.45,Medium
4834.0,11573.13,Medium
4601.0,11572.01,Medium
3588.0,11570.76,Medium
2239.0,11569.96,Medium
1263.0,11565.51,Medium
2956.0,11564.7,Medium
531.0,11564.55,Medium
1033.0,11564.17,Medium
1386.0,11563.53,Medium
4010.0,11563.22,Medium
4003.0,11561.97,Medium
2680.0,11561.63,Medium
4427.0,11558.26,Medium
3199.0,11557.95,Medium
4778.0,11550.55,Medium
440.0,11549.3,Medium
1808.0,11548.04,Medium
2587.0,11547.37,Medium
944.0,11547.15,Medium
3565.0,11547.06,Medium
3244.0,11545.85,Medium
935.0,11545.03,Medium
580.0,11541.29,Medium
3633.0,11538.7,Medium
2757.0,11538.1,Medium
4618.0,11536.47,Medium
941.0,11536.35,Medium
589.0,11536.18,Medium
4454.0,11535.94,Medium
235.0,11532.76,Medium
3182.0,11530.38,Medium
3885.0,11527.07,Medium
2999.0,11523.67,Medium
4938.0,11523.52,Medium
3940.0,11523.52,Medium
1954.0,11522.98,Medium
2291.0,11522.12,Medium
3666.0,11522.08,Medium
4046.0,11517.92,Medium
257.0,11517.79,Medium
510.0,11517.68,Medium
3361.0,11516.26,Medium
2515.0,11515.12,Medium
3112.0,11514.89,Medium
1533.0,11514.32,Medium
3767.0,11513.81,Medium
3499.0,11508.18,Medium
4297.0,11507.96,Medium
459.0,11507.59,Medium
3261.0,11507.2,Medium
3578.0,11507.19,Medium
4726.0,11507.1,Medium
1570.0,11506.93,Medium
2071.0,11506.6,Medium
27.0,11505.4,Medium
579.0,11503.12,Medium
4831.0,11502.75,Medium
170.0,11501.92,Medium
3900.0,11501.65,Medium
2022.0,11501.27,Medium
4229.0,11500.81,Medium
4540.0,11500.36,Medium
480.0,11500.27,Medium
3595.0,11499.62,Medium
4698.0,11498.94,Medium
4166.0,11490.59,Medium
1574.0,11490.37,Medium
3963.0,11488.58,Medium
2472.0,11488.08,Medium
4399.0,11485.97,Medium
2850.0,11485.45,Medium
3124.0,11480.04,Medium
289.0,11478.85,Medium
3692.0,11477.33,Medium
1020.0,11475.12,Medium
3494.0,11473.97,Medium
2921.0,11472.88,Medium
541.0,11472.63,Medium
351.0,11472.53,Medium
2959.0,11471.9,Medium
462.0,11471.8,Medium
4937.0,11470.99,Medium
1114.0,11470.89,Medium
238.0,11468.22,Medium
123.0,11467.27,Medium
2585.0,11465.89,Medium
3501.0,11464.62,Medium
1410.0,11462.89,Medium
2221.0,11460.56,Medium
3273.0,11460.34,Medium
4806.0,11458.86,Medium
1236.0,11458.41,Medium
1106.0,11457.71,Medium
657.0,11457.62,Medium
3226.0,11454.01,Medium
4627.0,11453.92,Medium
3736.0,11452.61,Medium
2596.0,11451.53,Medium
2035.0,11449.55,Medium
1756.0,11446.89,Medium
2841.0,11445.1,Medium
2615.0,11445.07,Medium
2791.0,11444.36,Medium
3550.0,11444.3,Medium
4939.0,11444.26,Medium
4310.0,11443.71,Medium
1593.0,11443.39,Medium
4390.0,11443.16,Medium
493.0,11441.37,Medium
496.0,11440.27,Medium
1539.0,11440.22,Medium
836.0,11439.56,Medium
2426.0,11439.4,Medium
2345.0,11439.03,Medium
4016.0,11438.98,Medium
3452.0,11436.87,Medium
3179.0,11436.44,Medium
749.0,11434.76,Medium
4605.0,11433.67,Medium
4466.0,11432.53,Medium
1006.0,11431.68,Medium
1260.0,11427.8,Medium
2884.0,11427.64,Medium
11.0,11427.49,Medium
2513.0,11427.22,Medium
4204.0,11426.74,Medium
3099.0,11426.01,Medium
1310.0,11425.54,Medium
1228.0,11425.44,Medium
1702.0,11425.35,Medium
1190.0,11423.6,Medium
2365.0,11422.71,Medium
3832.0,11421.92,Medium
3441.0,11421.43,Medium
4789.0,11421.2,Medium
4142.0,11419.13,Medium
4438.0,11415.66,Medium
2914.0,11414.79,Medium
938.0,11411.59,Medium
3326.0,11410.53,Medium
933.0,11409.39,Medium
2765.0,11409.27,Medium
4468.0,11409.2,Medium
3531.0,11408.58,Medium
1876.0,11408.48,Medium
990.0,11407.16,Medium
1063.0,11406.9,Medium
417.0,11405.88,Medium
767.0,11405.37,Medium
4793.0,11404.84,Medium
1877.0,11404.67,Medium
3224.0,11401.22,Medium
3604.0,11399.49,Medium
3823.0,11396.53,Medium
2639.0,11396.27,Medium
2517.0,11395.52,Medium
4973.0,11395.27,Medium
1112.0,11393.78,Medium
1138.0,11392.52,Medium
2458.0,11391.14,Medium
2355.0,11389.53,Medium
2715.0,11389.35,Medium
4717.0,11388.73,Medium
960.0,11387.2,Medium
46.0,11385.59,Medium
1750.0,11384.07,Medium
908.0,11383.9,Medium
598.0,11383.77,Medium
4644.0,11383.54,Medium
3135.0,11382.4,Medium
278.0,11381.52,Medium
4422.0,11379.62,Medium
1041.0,11379.01,Medium
1126.0,11378.0,Medium
397.0,11376.21,Medium
2831.0,11374.44,Medium
2436.0,11372.39,Medium
1121.0,11372.15,Medium
2985.0,11371.15,Medium
1192.0,11370.59,Medium
133.0,11368.45,Medium
4974.0,11367.57,Medium
837.0,11366.18,Medium
4430.0,11364.24,Medium
1661.0,11363.17,Medium
2675.0,11363.16,Medium
3319.0,11362.89,Medium
2366.0,11361.17,Medium
151.0,11361.16,Medium
4172.0,11360.96,Medium
4962.0,11360.54,Medium
2120.0,11360.12,Medium
4579.0,11359.95,Medium
3003.0,11359.94,Medium
2200.0,11359.8,Medium
4872.0,11359.16,Medium
2158.0,11358.17,Medium
4727.0,11357.76,Medium
2284.0,11357.65,Medium
551.0,11356.93,Medium
3618.0,11355.33,Medium
1119.0,11355.02,Medium
3277.0,11354.99,Medium
4863.0,11352.98,Medium
3703.0,11348.86,Medium
4526.0,11348.09,Medium
1627.0,11347.24,Medium
4976.0,11346.9,Medium
1612.0,11346.62,Medium
963.0,11345.73,Medium
1458.0,11344.58,Medium
1342.0,11343.52,Medium
411.0,11343.15,Medium
3569.0,11342.38,Medium
4743.0,11341.69,Medium
2440.0,11341.63,Medium
3810.0,11338.73,Medium
4105.0,11338.25,Medium
3245.0,11338.15,Medium
3323.0,11337.45,Medium
959.0,11335.18,Medium
2643.0,11334.75,Medium
4149.0,11333.25,Medium
2058.0,11333.2,Medium
564.0,11332.3,Medium
323.0,11332.03,Medium
399.0,11330.57,Medium
953.0,11327.81,Medium
1252.0,11325.77,Medium
3720.0,11325.67,Medium
2618.0,11325.48,Medium
4509.0,11322.91,Medium
3237.0,11322.9,Medium
298.0,11322.22,Medium
867.0,11316.27,Medium
1373.0,11315.13,Medium
1409.0,11312.69,Medium
373.0,11312.09,Medium
1697.0,11309.75,Medium
174.0,11308.52,Medium
1107.0,11308.51,Medium
1140.0,11307.79,Medium
2616.0,11307.65,Medium
116.0,11305.57,Medium
2048.0,11304.9,Medium
415.0,11304.71,Medium
2620.0,11303.83,Medium
4849.0,11302.86,Medium
3508.0,11302.81,Medium
3818.0,11301.64,Medium
2189.0,11299.98,Medium
4943.0,11299.58,Medium
524.0,11299.11,Medium
3305.0,11298.22,Medium
1495.0,11297.6,Medium
1524.0,11296.81,Medium
3041.0,11296.62,Medium
4144.0,11296.03,Medium
13.0,11294.83,Medium
3249.0,11294.59,Medium
3848.0,11294.06,Medium
2713.0,11292.56,Medium
3264.0,11292.31,Medium
331.0,11289.59,Medium
2297.0,11288.58,Medium
2211.0,11287.22,Medium
1355.0,11286.23,Medium
441.0,11285.55,Medium
2640.0,11285.05,Medium
931.0,11284.64,Medium
2358.0,11282.85,Medium
1963.0,11281.82,Medium
1479.0,11278.54,Medium
2353.0,11277.63,Medium
3297.0,11276.29,Medium
1609.0,11275.65,Medium
4600.0,11275.25,Medium
182.0,11274.72,Medium
4210.0,11274.2,Medium
698.0,11273.92,Medium
2687.0,11273.59,Medium
1442.0,11272.62,Medium
4507.0,11272.27,Medium
4754.0,11270.23,Medium
3938.0,11270.0,Medium
2231.0,11268.55,Medium
4683.0,11267.79,Medium
729.0,11264.58,Medium
1924.0,11264.25,Medium
3693.0,11264.24,Medium
910.0,11262.26,Medium
1644.0,11261.71,Medium
662.0,11261.19,Medium
2428.0,11259.63,Medium
4763.0,11259.48,Medium
1758.0,11258.71,Medium
1268.0,11256.25,Medium
1826.0,11255.53,Medium
546.0,11254.69,Medium
1562.0,11254.35,Medium
4569.0,11253.92,Medium
4633.0,11251.51,Medium
3976.0,11251.2,Medium
986.0,11250.85,Medium
2720.0,11249.75,Medium
2475.0,11249.49,Medium
2227.0,11249.21,Medium
1083.0,11249.21,Medium
1045.0,11248.16,Medium
2976.0,11247.19,Medium
1058.0,11245.31,Medium
3447.0,11245.09,Medium
1046.0,11238.68,Medium
1796.0,11238.17,Medium
3104.0,11238.05,Medium
1209.0,11237.79,Medium
640.0,11237.32,Medium
1023.0,11237.17,Medium
4262.0,11235.82,Medium
3477.0,11235.42,Medium
593.0,11233.58,Medium
2233.0,11231.36,Medium
1068.0,11229.83,Medium
2540.0,11228.66,Medium
721.0,11227.97,Medium
1637.0,11227.8,Medium
520.0,11227.6,Medium
2782.0,11227.27,Medium
1828.0,11225.98,Medium
3545.0,11225.65,Medium
144.0,11223.87,Medium
3505.0,11223.79,Medium
2092.0,11223.53,Medium
4533.0,11219.32,Medium
3708.0,11219.06,Medium
1270.0,11218.79,Medium
636.0,11218.15,Medium
2311.0,11217.86,Medium
1122.0,11217.21,Medium
2159.0,11216.06,Medium
1294.0,11215.91,Medium
4230.0,11215.74,Medium
985.0,11215.44,Medium
4428.0,11215.39,Medium
115.0,11214.24,Medium
4358.0,11214.11,Medium
719.0,11212.5,Medium
1720.0,11211.45,Medium
1164.0,11210.38,Medium
1928.0,11208.66,Medium
3895.0,11206.29,Medium
4613.0,11205.36,Medium
1187.0,11204.9,Medium
2294.0,11204.43,Medium
3960.0,11202.22,Medium
16.0,11201.61,Medium
416.0,11200.18,Medium
2817.0,11200.09,Medium
514.0,11196.21,Medium
2702.0,11196.09,Medium
3908.0,11195.24,Medium
4883.0,11194.85,Medium
1987.0,11194.01,Medium
2115.0,11193.74,Medium
2678.0,11193.15,Medium
4279.0,11192.69,Medium
2260.0,11191.94,Medium
2102.0,11191.12,Medium
4570.0,11190.3,Medium
3370.0,11188.73,Medium
553.0,11188.63,Medium
3258.0,11187.61,Medium
1511.0,11186.73,Medium
3347.0,11185.7,Medium
832.0,11185.41,Medium
3762.0,11185.3,Medium
3592.0,11184.68,Medium
181.0,11183.74,Medium
3123.0,11183.14,Medium
3129.0,11182.68,Medium
4289.0,11179.71,Medium
4680.0,11178.8,Medium
3835.0,11178.59,Medium
3928.0,11178.09,Medium
2506.0,11176.95,Medium
2635.0,11174.72,Medium
981.0,11174.28,Medium
3754.0,11174.24,Medium
528.0,11173.31,Medium
3897.0,11173.08,Medium
1390.0,11173.01,Medium
3547.0,11172.2,Medium
3697.0,11170.62,Medium
3586.0,11168.37,Medium
851.0,11168.07,Medium
1988.0,11165.87,Medium
3990.0,11164.79,Medium
3753.0,11164.33,Medium
1764.0,11163.21,Medium
3299.0,11163.03,Medium
3171.0,11162.88,Medium
4093.0,11162.65,Medium
3214.0,11162.58,Medium
3741.0,11161.4,Medium
3551.0,11160.12,Medium
2683.0,11159.62,Medium
2848.0,11158.64,Medium
3773.0,11156.92,Medium
532.0,11155.49,Medium
947.0,11152.53,Medium
4025.0,11152.22,Medium
1283.0,11151.52,Medium
4989.0,11148.89,Medium
2482.0,11146.84,Medium
2779.0,11146.63,Medium
2450.0,11144.18,Medium
4033.0,11143.96,Medium
3529.0,11143.77,Medium
2629.0,11142.87,Medium
3146.0,11141.79,Medium
4348.0,11139.12,Medium
957.0,11138.7,Medium
3070.0,11138.08,Medium
209.0,11137.79,Medium
3278.0,11136.73,Medium
3398.0,11136.28,Medium
1166.0,11135.29,Medium
2104.0,11131.66,Medium
2276.0,11131.53,Medium
3020.0,11130.69,Medium
4060.0,11129.61,Medium
1125.0,11129.17,Medium
2493.0,11129.06,Medium
290.0,11127.75,Medium
2223.0,11127.72,Medium
