customer_id,last_purchase,recency_days,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_segment
3572.0,2025-10-30,1,96,11953.34,6,4,4,Champions
4655.0,2025-10-28,3,96,11951.29,6,4,4,Champions
1365.0,2025-10-19,12,112,11945.77,4,5,4,Champions
3645.0,2025-10-25,6,98,11943.73,5,4,4,Champions
4065.0,2025-10-29,2,99,11941.96,6,4,4,Champions
2086.0,2025-10-22,9,98,11938.11,5,4,4,Champions
3583.0,2025-10-26,5,111,11937.13,5,5,4,Champions
2470.0,2025-10-21,10,99,11936.07,5,4,4,Champions
3140.0,2025-10-16,15,103,11935.17,4,5,4,Champions
4180.0,2025-10-25,6,106,11932.28,5,5,4,Champions
4193.0,2025-10-14,17,103,11932.08,4,5,4,Champions
136.0,2025-10-17,14,102,11929.84,4,5,4,Champions
3365.0,2025-10-27,4,96,11910.74,6,4,4,Champions
3089.0,2025-10-23,8,100,11902.14,5,4,4,Champions
3266.0,2025-10-28,3,109,11897.36,6,5,4,Champions
1507.0,2025-10-12,19,105,11896.46,4,5,4,Champions
3324.0,2025-10-31,0,104,11893.99,6,5,4,Champions
2840.0,2025-10-27,4,102,11888.28,6,5,4,Champions
3134.0,2025-10-29,2,99,11887.78,6,4,4,Champions
463.0,2025-10-30,1,100,11887.26,6,4,4,Champions
4648.0,2025-10-20,11,103,11885.02,4,5,4,Champions
2212.0,2025-10-31,0,101,11883.99,6,4,4,Champions
147.0,2025-10-17,14,109,11877.51,4,5,4,Champions
4122.0,2025-10-23,8,100,11874.3,5,4,4,Champions
2839.0,2025-10-30,1,109,11868.93,6,5,4,Champions
2793.0,2025-10-21,10,99,11868.5,5,4,4,Champions
214.0,2025-10-10,21,98,11866.2,4,4,4,Champions
1984.0,2025-10-22,9,101,11864.52,5,4,4,Champions
4110.0,2025-10-31,0,96,11857.35,6,4,4,Champions
3512.0,2025-10-30,1,103,11851.71,6,5,4,Champions
4043.0,2025-10-10,21,113,11847.87,4,5,4,Champions
481.0,2025-10-31,0,101,11847.03,6,4,4,Champions
2416.0,2025-10-23,8,106,11842.28,5,5,4,Champions
1100.0,2025-10-30,1,98,11840.64,6,4,4,Champions
3874.0,2025-10-18,13,116,11835.05,4,5,4,Champions
2595.0,2025-10-19,12,115,11834.32,4,5,4,Champions
2918.0,2025-10-10,21,101,11832.83,4,4,4,Champions
3183.0,2025-10-28,3,97,11830.85,6,4,4,Champions
1031.0,2025-10-21,10,107,11829.57,5,5,4,Champions
276.0,2025-10-14,17,108,11827.54,4,5,4,Champions
1298.0,2025-10-19,12,100,11827.17,4,4,4,Champions
2880.0,2025-10-30,1,99,11823.32,6,4,4,Champions
2798.0,2025-10-23,8,105,11820.28,5,5,4,Champions
1926.0,2025-10-25,6,105,11813.45,5,5,4,Champions
3052.0,2025-10-20,11,102,11808.62,5,5,4,Champions
1813.0,2025-10-18,13,100,11804.51,4,4,4,Champions
1560.0,2025-10-23,8,99,11804.46,5,4,4,Champions
2830.0,2025-10-11,20,112,11803.99,4,5,4,Champions
2336.0,2025-10-28,3,96,11803.48,6,4,4,Champions
4100.0,2025-10-21,10,104,11802.04,5,5,4,Champions
4637.0,2025-10-26,5,97,11800.82,5,4,4,Champions
3624.0,2025-10-15,16,101,11800.68,4,4,4,Champions
1716.0,2025-10-13,18,98,11792.91,4,4,4,Champions
2141.0,2025-10-15,16,101,11790.14,4,4,4,Champions
2526.0,2025-10-28,3,113,11783.94,6,5,4,Champions
2684.0,2025-10-14,17,97,11782.29,4,4,4,Champions
1677.0,2025-10-26,5,97,11778.44,5,4,4,Champions
1437.0,2025-10-29,2,97,11772.61,6,4,4,Champions
535.0,2025-10-18,13,98,11765.52,4,4,4,Champions
1498.0,2025-10-11,20,96,11763.69,4,4,4,Champions
105.0,2025-10-28,3,103,11763.57,6,5,4,Champions
542.0,2025-10-23,8,98,11759.71,5,4,4,Champions
4757.0,2025-10-29,2,97,11759.37,6,4,4,Champions
1453.0,2025-10-11,20,97,11754.66,4,4,4,Champions
508.0,2025-10-19,12,107,11750.29,4,5,4,Champions
1035.0,2025-10-22,9,103,11749.28,5,5,4,Champions
63.0,2025-10-29,2,100,11748.36,6,4,4,Champions
4318.0,2025-10-11,20,97,11743.4,4,4,4,Champions
1358.0,2025-10-27,4,103,11740.87,6,5,4,Champions
3965.0,2025-10-27,4,100,11734.52,6,4,4,Champions
4333.0,2025-10-26,5,101,11732.16,5,4,4,Champions
639.0,2025-10-21,10,103,11720.32,5,5,4,Champions
70.0,2025-10-11,20,107,11718.64,4,5,4,Champions
1086.0,2025-10-30,1,104,11715.15,6,5,4,Champions
3456.0,2025-10-29,2,102,11714.34,6,5,4,Champions
3195.0,2025-10-29,2,110,11713.75,6,5,4,Champions
1542.0,2025-10-30,1,96,11711.49,6,4,4,Champions
1711.0,2025-10-31,0,107,11706.58,6,5,4,Champions
1718.0,2025-10-29,2,103,11705.42,6,5,4,Champions
626.0,2025-10-10,21,99,11705.01,4,4,4,Champions
3343.0,2025-10-26,5,110,11700.97,5,5,4,Champions
447.0,2025-10-23,8,97,11700.25,5,4,4,Champions
2479.0,2025-10-12,19,104,11699.59,4,5,4,Champions
4944.0,2025-10-17,14,105,11695.98,4,5,4,Champions
4331.0,2025-10-26,5,111,11695.84,5,5,4,Champions
2874.0,2025-10-12,19,96,11691.06,4,4,4,Champions
3880.0,2025-10-30,1,96,11690.81,6,4,4,Champions
1401.0,2025-10-30,1,113,11688.44,6,5,4,Champions
4651.0,2025-10-22,9,103,11686.76,5,5,4,Champions
4490.0,2025-10-25,6,104,11682.14,5,5,4,Champions
1912.0,2025-10-18,13,98,11681.7,4,4,4,Champions
2581.0,2025-10-27,4,104,11669.36,6,5,4,Champions
4493.0,2025-10-15,16,102,11653.43,4,5,4,Champions
3238.0,2025-10-22,9,107,11651.56,5,5,4,Champions
940.0,2025-10-12,19,100,11651.18,4,4,4,Champions
195.0,2025-10-11,20,110,11642.71,4,5,4,Champions
1981.0,2025-10-24,7,106,11641.32,5,5,4,Champions
596.0,2025-10-26,5,103,11637.94,5,5,4,Champions
5000.0,2025-10-14,17,102,11637.86,4,5,4,Champions
1057.0,2025-10-22,9,101,11635.82,5,4,4,Champions
2669.0,2025-10-26,5,103,11633.28,5,5,4,Champions
3943.0,2025-10-19,12,99,11631.77,4,4,4,Champions
1480.0,2025-10-22,9,98,11625.35,5,4,4,Champions
2877.0,2025-10-12,19,96,11625.26,4,4,4,Champions
3247.0,2025-10-19,12,103,11621.16,4,5,4,Champions
2729.0,2025-10-30,1,103,11620.35,6,5,4,Champions
1894.0,2025-10-30,1,100,11619.57,6,4,4,Champions
1751.0,2025-10-09,22,110,11616.19,4,5,4,Champions
2429.0,2025-10-18,13,107,11615.7,4,5,4,Champions
3724.0,2025-10-22,9,96,11613.83,5,4,4,Champions
2073.0,2025-10-20,11,102,11592.01,5,5,4,Champions
3973.0,2025-10-11,20,97,11592.0,4,4,4,Champions
4320.0,2025-10-21,10,104,11588.51,5,5,4,Champions
4413.0,2025-10-18,13,96,11583.4,4,4,4,Champions
961.0,2025-10-20,11,101,11579.9,5,4,4,Champions
2846.0,2025-10-29,2,97,11579.56,6,4,4,Champions
4834.0,2025-10-17,14,100,11573.13,4,4,4,Champions
3588.0,2025-10-25,6,111,11570.76,5,5,4,Champions
2239.0,2025-10-28,3,111,11569.96,6,5,4,Champions
3633.0,2025-10-23,8,98,11538.7,5,4,4,Champions
4618.0,2025-10-30,1,98,11536.47,6,4,4,Champions
4454.0,2025-10-19,12,101,11535.94,4,4,4,Champions
3885.0,2025-10-24,7,101,11527.07,5,4,4,Champions
1954.0,2025-10-24,7,106,11522.98,5,5,4,Champions
2291.0,2025-10-30,1,98,11522.12,6,4,4,Champions
4046.0,2025-10-24,7,99,11517.92,5,4,4,Champions
257.0,2025-10-31,0,101,11517.79,6,4,4,Champions
3767.0,2025-10-29,2,97,11513.81,6,4,4,Champions
4297.0,2025-10-12,19,103,11507.96,4,5,4,Champions
3261.0,2025-10-26,5,97,11507.2,5,4,4,Champions
27.0,2025-10-09,22,102,11505.4,4,5,4,Champions
170.0,2025-10-20,11,102,11501.92,5,5,4,Champions
4399.0,2025-10-11,20,99,11485.97,4,4,4,Champions
2921.0,2025-10-26,5,98,11472.88,5,4,4,Champions
2959.0,2025-10-28,3,106,11471.9,6,5,4,Champions
1114.0,2025-10-20,11,102,11470.89,5,5,4,Champions
3273.0,2025-10-31,0,102,11460.34,6,5,4,Champions
2841.0,2025-10-25,6,106,11445.1,5,5,4,Champions
2615.0,2025-10-31,0,103,11445.07,6,5,4,Champions
2791.0,2025-10-23,8,97,11444.36,5,4,4,Champions
4390.0,2025-10-15,16,101,11443.16,4,4,4,Champions
496.0,2025-10-27,4,100,11440.27,6,4,4,Champions
3452.0,2025-10-10,21,97,11436.87,4,4,4,Champions
3179.0,2025-10-28,3,96,11436.44,6,4,4,Champions
1006.0,2025-10-28,3,97,11431.68,6,4,4,Champions
2884.0,2025-10-12,19,98,11427.64,4,4,4,Champions
11.0,2025-10-19,12,99,11427.49,4,4,4,Champions
3099.0,2025-10-24,7,101,11426.01,5,4,4,Champions
1310.0,2025-10-27,4,108,11425.54,6,5,4,Champions
1702.0,2025-10-23,8,104,11425.35,5,5,4,Champions
1190.0,2025-10-16,15,104,11423.6,4,5,4,Champions
3832.0,2025-10-28,3,104,11421.92,6,5,4,Champions
3441.0,2025-10-25,6,96,11421.43,5,4,4,Champions
4789.0,2025-10-29,2,97,11421.2,6,4,4,Champions
4142.0,2025-10-14,17,103,11419.13,4,5,4,Champions
4438.0,2025-10-19,12,102,11415.66,4,5,4,Champions
3326.0,2025-10-12,19,99,11410.53,4,4,4,Champions
3531.0,2025-10-31,0,101,11408.58,6,4,4,Champions
417.0,2025-10-12,19,97,11405.88,4,4,4,Champions
767.0,2025-10-28,3,110,11405.37,6,5,4,Champions
4793.0,2025-10-25,6,99,11404.84,5,4,4,Champions
3604.0,2025-10-26,5,105,11399.49,5,5,4,Champions
2639.0,2025-10-25,6,96,11396.27,5,4,4,Champions
2355.0,2025-10-18,13,99,11389.53,4,4,4,Champions
46.0,2025-10-26,5,97,11385.59,5,4,4,Champions
1867.0,2025-10-28,3,95,15852.97,6,3,5,Lost
3794.0,2025-10-28,3,92,15638.46,6,3,5,Lost
4840.0,2025-10-27,4,95,15461.05,5,3,5,Lost
4248.0,2025-10-24,7,95,15242.07,5,3,5,Lost
34.0,2025-10-15,16,96,14792.32,4,3,5,Lost
4563.0,2025-10-29,2,95,14752.54,6,3,5,Lost
243.0,2025-10-27,4,94,14744.18,6,3,5,Lost
1104.0,2025-10-11,20,95,14715.05,4,3,5,Lost
3972.0,2025-10-14,17,95,14702.64,4,3,5,Lost
1102.0,2025-10-26,5,95,14635.82,5,3,5,Lost
2161.0,2025-10-24,7,94,14630.14,5,3,5,Lost
656.0,2025-10-21,10,96,14620.44,5,3,5,Lost
1096.0,2025-10-26,5,93,14587.29,5,3,5,Lost
4245.0,2025-09-28,33,94,14570.44,3,3,5,Lost
3430.0,2025-10-24,7,92,14515.66,5,3,5,Lost
807.0,2025-10-19,12,83,14460.48,4,1,5,Lost
337.0,2025-10-25,6,95,14451.88,5,3,5,Lost
540.0,2025-10-21,10,96,14441.31,5,3,5,Lost
590.0,2025-10-06,25,96,14411.05,3,3,5,Lost
2432.0,2025-10-07,24,89,14408.65,3,2,5,Lost
1948.0,2025-10-03,28,93,14396.08,3,3,5,Lost
2015.0,2025-09-29,32,93,14371.41,3,3,5,Lost
1692.0,2025-10-29,2,80,14343.47,6,1,5,Lost
1728.0,2025-10-25,6,91,14323.7,5,2,5,Lost
4343.0,2025-09-23,38,88,14256.43,3,2,5,Lost
3331.0,2025-10-22,9,91,14227.88,5,3,5,Lost
366.0,2025-09-26,35,95,14195.34,3,3,5,Lost
4212.0,2025-10-16,15,93,14184.32,4,3,5,Lost
2252.0,2025-10-26,5,92,14183.56,5,3,5,Lost
2744.0,2025-10-10,21,92,14178.85,4,3,5,Lost
3495.0,2025-10-01,30,95,14159.26,3,3,5,Lost
2359.0,2025-10-15,16,94,14149.5,4,3,5,Lost
3801.0,2025-10-30,1,94,14129.0,6,3,5,Lost
4959.0,2025-10-31,0,93,14101.77,6,3,5,Lost
4088.0,2025-09-29,32,92,14097.99,3,3,5,Lost
2512.0,2025-10-19,12,95,14084.09,4,3,5,Lost
1143.0,2025-10-26,5,90,14066.67,5,2,5,Lost
4811.0,2025-09-27,34,89,14064.96,3,2,5,Lost
3209.0,2025-10-09,22,89,14063.01,4,2,5,Lost
492.0,2025-10-19,12,95,14044.66,4,3,5,Lost
713.0,2025-10-28,3,90,14003.15,6,2,5,Lost
4117.0,2025-10-28,3,95,13955.3,6,3,5,Lost
1706.0,2025-09-27,34,86,13947.82,3,2,5,Lost
190.0,2025-10-12,19,90,13945.26,4,2,5,Lost
3795.0,2025-10-23,8,95,13889.46,5,3,5,Lost
4675.0,2025-10-24,7,94,13882.71,5,3,5,Lost
2288.0,2025-10-26,5,91,13799.28,5,3,5,Lost
3979.0,2025-10-21,10,94,13749.43,5,3,5,Lost
1583.0,2025-10-23,8,92,13742.5,5,3,5,Lost
1177.0,2025-10-25,6,94,13741.53,5,3,5,Lost
1701.0,2025-10-11,20,93,13733.02,4,3,5,Lost
1537.0,2025-10-18,13,89,13703.7,4,2,5,Lost
4513.0,2025-09-29,32,94,13691.59,3,3,5,Lost
130.0,2025-10-19,12,90,13662.97,4,2,5,Lost
738.0,2025-10-24,7,92,13658.79,5,3,5,Lost
4315.0,2025-10-02,29,94,13645.47,3,3,5,Lost
4534.0,2025-10-11,20,91,13632.77,4,3,5,Lost
4022.0,2025-10-03,28,94,13595.4,3,3,5,Lost
4039.0,2025-10-26,5,87,13578.35,5,2,5,Lost
4784.0,2025-10-22,9,90,13577.19,5,2,5,Lost
260.0,2025-10-23,8,91,13533.59,5,2,5,Lost
4798.0,2025-10-16,15,89,13532.78,4,2,5,Lost
4735.0,2025-10-27,4,91,13517.97,5,3,5,Lost
3790.0,2025-10-11,20,89,13497.73,4,2,5,Lost
4586.0,2025-10-08,23,90,13497.38,3,2,5,Lost
340.0,2025-10-22,9,92,13480.61,5,3,5,Lost
4864.0,2025-10-05,26,94,13426.09,3,3,5,Lost
437.0,2025-09-30,31,88,13386.59,3,2,5,Lost
3426.0,2025-09-29,32,95,13363.22,3,3,5,Lost
2939.0,2025-10-20,11,91,13351.04,5,3,5,Lost
766.0,2025-10-28,3,93,13347.05,6,3,5,Lost
1273.0,2025-10-27,4,94,13343.88,6,3,5,Lost
632.0,2025-10-19,12,90,13334.38,4,2,5,Lost
978.0,2025-10-22,9,96,13321.15,5,3,5,Lost
942.0,2025-10-19,12,91,13317.0,4,2,5,Lost
464.0,2025-10-23,8,94,13301.78,5,3,5,Lost
20.0,2025-10-28,3,90,13282.6,6,2,5,Lost
124.0,2025-10-22,9,84,13278.14,5,1,5,Lost
3156.0,2025-10-27,4,95,13271.69,6,3,5,Lost
3515.0,2025-10-31,0,91,13262.31,6,3,5,Lost
4525.0,2025-10-18,13,94,13261.41,4,3,5,Lost
3170.0,2025-10-30,1,90,13259.53,6,2,5,Lost
1791.0,2025-09-27,34,92,13237.08,3,3,5,Lost
4643.0,2025-10-21,10,89,13228.02,5,2,5,Lost
2911.0,2025-10-24,7,91,13224.2,5,3,5,Lost
2385.0,2025-10-17,14,94,13219.07,4,3,5,Lost
4211.0,2025-10-28,3,90,13216.23,6,2,5,Lost
2317.0,2025-09-29,32,93,13211.87,3,3,5,Lost
3706.0,2025-10-01,30,90,13204.08,3,2,5,Lost
315.0,2025-10-30,1,94,13194.43,6,3,5,Lost
3007.0,2025-10-22,9,95,13190.4,5,3,5,Lost
4152.0,2025-10-17,14,95,13180.25,4,3,5,Lost
3485.0,2025-10-28,3,92,13176.21,6,3,5,Lost
665.0,2025-10-20,11,92,13175.07,5,3,5,Lost
1493.0,2025-10-30,1,87,13169.54,6,2,5,Lost
4762.0,2025-10-25,6,93,13165.19,5,3,5,Lost
3464.0,2025-10-08,23,94,13163.32,3,3,5,Lost
733.0,2025-10-25,6,91,13161.09,5,2,5,Lost
3870.0,2025-10-25,6,91,13152.54,5,3,5,Lost
38.0,2025-10-25,6,78,13144.13,5,1,5,Lost
308.0,2025-10-19,12,88,13124.23,4,2,5,Lost
3412.0,2025-10-20,11,95,13119.1,5,3,5,Lost
1007.0,2025-10-11,20,91,13111.8,4,2,5,Lost
3784.0,2025-10-09,22,91,13108.95,3,3,5,Lost
3416.0,2025-10-05,26,90,13101.84,3,2,5,Lost
502.0,2025-10-29,2,91,13096.65,6,2,5,Lost
4819.0,2025-10-22,9,93,13081.35,5,3,5,Lost
3144.0,2025-10-08,23,90,13080.72,3,2,5,Lost
3791.0,2025-10-15,16,90,13080.63,4,2,5,Lost
2843.0,2025-10-29,2,86,13073.28,6,2,5,Lost
545.0,2025-10-28,3,92,13071.59,6,3,5,Lost
1951.0,2025-10-31,0,93,13070.42,6,3,5,Lost
2056.0,2025-10-21,10,94,13069.24,5,3,5,Lost
3228.0,2025-10-31,0,94,13066.08,6,3,5,Lost
1564.0,2025-10-11,20,79,13049.69,4,1,5,Lost
157.0,2025-10-20,11,94,13031.73,5,3,5,Lost
1641.0,2025-10-19,12,91,13027.84,4,2,5,Lost
2199.0,2025-10-11,20,86,13027.45,4,2,5,Lost
899.0,2025-10-16,15,92,13023.68,4,3,5,Lost
1496.0,2025-10-12,19,90,13021.81,4,2,5,Lost
2246.0,2025-10-17,14,91,13006.46,4,3,5,Lost
4081.0,2025-10-13,18,91,12996.54,4,3,5,Lost
2228.0,2025-10-27,4,90,12982.83,6,2,5,Lost
4280.0,2025-10-25,6,92,12980.61,5,3,5,Lost
1845.0,2025-10-09,22,92,12972.57,4,3,5,Lost
2992.0,2025-10-24,7,84,12964.06,5,1,5,Lost
3520.0,2025-10-31,0,92,12958.5,6,3,5,Lost
2164.0,2025-10-27,4,94,12948.36,6,3,5,Lost
240.0,2025-09-27,34,96,12945.6,3,3,5,Lost
2860.0,2025-10-30,1,85,12935.61,6,1,5,Lost
4667.0,2025-10-28,3,92,12934.38,6,3,5,Lost
1969.0,2025-10-22,9,86,12926.67,5,2,5,Lost
4745.0,2025-10-10,21,91,12910.67,4,3,5,Lost
782.0,2025-10-09,22,93,12901.53,4,3,5,Lost
2638.0,2025-10-12,19,94,12901.09,4,3,5,Lost
3555.0,2025-10-08,23,94,12881.3,3,3,5,Lost
1250.0,2025-10-28,3,92,12878.21,6,3,5,Lost
3744.0,2025-10-31,0,95,12864.12,6,3,5,Lost
2300.0,2025-10-26,5,88,12862.28,5,2,5,Lost
2400.0,2025-10-08,23,90,12860.35,3,2,5,Lost
1411.0,2025-10-31,0,94,12849.44,6,3,5,Lost
472.0,2025-10-09,22,96,12846.43,4,3,5,Lost
805.0,2025-10-13,18,95,12843.34,4,3,5,Lost
1786.0,2025-10-29,2,88,12840.67,6,2,5,Lost
2269.0,2025-10-30,1,94,12815.6,6,3,5,Lost
2983.0,2025-10-13,18,92,12804.88,4,3,5,Lost
84.0,2025-09-29,32,81,12784.46,3,1,5,Lost
3715.0,2025-10-10,21,95,12780.64,4,3,5,Lost
3995.0,2025-10-31,0,92,12778.46,6,3,5,Lost
3563.0,2025-10-18,13,93,12767.18,4,3,5,Lost
4954.0,2025-10-30,1,90,12763.03,6,2,5,Lost
458.0,2025-10-26,5,95,12756.49,5,3,5,Lost
1226.0,2025-10-07,24,90,12750.6,3,2,5,Lost
2248.0,2025-10-18,13,94,12750.53,4,3,5,Lost
4521.0,2025-10-12,19,94,12730.85,4,3,5,Lost
822.0,2025-10-17,14,92,12729.04,4,3,5,Lost
4130.0,2025-10-24,7,88,12724.9,5,2,5,Lost
3483.0,2025-10-11,20,88,12722.11,4,2,5,Lost
4270.0,2025-10-18,13,94,12712.15,4,3,5,Lost
2938.0,2025-10-10,21,92,12700.83,4,3,5,Lost
4421.0,2025-10-31,0,89,12694.2,6,2,5,Lost
2953.0,2025-09-25,36,83,12693.23,3,1,5,Lost
1715.0,2025-10-21,10,93,12693.05,5,3,5,Lost
926.0,2025-10-09,22,96,12686.54,4,3,5,Lost
4047.0,2025-10-27,4,88,12682.25,6,2,5,Lost
1308.0,2025-10-03,28,77,12674.17,3,1,5,Lost
206.0,2025-09-29,32,94,12671.07,3,3,5,Lost
4224.0,2025-10-04,27,90,12667.18,3,2,5,Lost
3673.0,2025-10-29,2,92,12662.67,6,3,5,Lost
3682.0,2025-10-01,30,95,12661.34,3,3,5,Lost
2011.0,2025-10-04,27,95,12655.84,3,3,5,Lost
302.0,2025-10-22,9,88,12652.5,5,2,5,Lost
1300.0,2025-10-20,11,93,12650.29,5,3,5,Lost
4496.0,2025-10-16,15,86,12647.51,4,2,5,Lost
2734.0,2025-09-23,38,92,12637.55,3,3,5,Lost
4760.0,2025-10-29,2,87,12629.88,6,2,5,Lost
1054.0,2025-10-31,0,95,12618.88,6,3,5,Lost
965.0,2025-10-23,8,96,12610.82,5,3,5,Lost
22.0,2025-09-24,37,84,12607.41,3,1,5,Lost
396.0,2025-10-31,0,87,12601.62,6,2,5,Lost
1761.0,2025-10-28,3,92,12600.96,6,3,5,Lost
3442.0,2025-10-17,14,94,12593.2,4,3,5,Lost
3593.0,2025-09-28,33,80,12590.49,3,1,5,Lost
1763.0,2025-10-08,23,89,12587.47,3,2,5,Lost
4640.0,2025-10-31,0,95,12586.81,6,3,5,Lost
1882.0,2025-10-08,23,91,12580.69,3,2,5,Lost
1134.0,2025-10-21,10,95,12576.61,5,3,5,Lost
3013.0,2025-10-04,27,85,12565.37,3,1,5,Lost
1275.0,2025-10-24,7,93,12557.82,5,3,5,Lost
4437.0,2025-10-24,7,91,12547.35,5,3,5,Lost
1408.0,2025-10-22,9,86,12544.76,5,2,5,Lost
515.0,2025-10-29,2,96,12530.16,6,3,5,Lost
4660.0,2025-10-19,12,94,12529.72,4,3,5,Lost
344.0,2025-09-28,33,95,12529.43,3,3,5,Lost
15.0,2025-10-18,13,84,12527.57,4,1,5,Lost
296.0,2025-10-14,17,87,12525.23,4,2,5,Lost
1132.0,2025-10-29,2,91,12520.38,6,2,5,Lost
200.0,2025-10-08,23,96,12516.82,3,3,5,Lost
4979.0,2025-10-31,0,94,12516.79,6,3,5,Lost
3341.0,2025-10-23,8,93,12510.39,5,3,5,Lost
4179.0,2025-10-11,20,94,12506.79,4,3,5,Lost
286.0,2025-10-08,23,96,12506.3,3,3,5,Lost
3216.0,2025-10-27,4,86,12497.31,6,2,5,Lost
1490.0,2025-10-22,9,87,12496.47,5,2,5,Lost
3292.0,2025-09-30,31,84,12485.07,3,1,4,Lost
3999.0,2025-10-22,9,92,12480.3,5,3,4,Lost
1329.0,2025-10-27,4,92,12475.99,6,3,4,Lost
433.0,2025-10-30,1,92,12471.41,6,3,4,Lost
1465.0,2025-10-31,0,92,12468.8,6,3,4,Lost
3206.0,2025-10-22,9,79,12466.12,5,1,4,Lost
55.0,2025-10-16,15,94,12461.1,4,3,4,Lost
4988.0,2025-10-11,20,94,12456.73,4,3,4,Lost
3086.0,2025-10-08,23,94,12455.19,3,3,4,Lost
2394.0,2025-10-23,8,91,12453.96,5,3,4,Lost
219.0,2025-10-21,10,82,12450.82,5,1,4,Lost
2664.0,2025-10-10,21,94,12430.63,4,3,4,Lost
3200.0,2025-10-11,20,93,12428.85,4,3,4,Lost
4341.0,2025-10-30,1,95,12423.91,6,3,4,Lost
4529.0,2025-10-26,5,90,12420.02,5,2,4,Lost
2552.0,2025-10-31,0,95,12419.78,6,3,4,Lost
3806.0,2025-10-29,2,84,12419.73,6,1,4,Lost
650.0,2025-10-13,18,90,12417.84,4,2,4,Lost
1447.0,2025-10-30,1,87,12415.09,6,2,4,Lost
4917.0,2025-10-14,17,80,12399.7,4,1,4,Lost
486.0,2025-10-25,6,96,12395.38,5,3,4,Lost
2054.0,2025-10-10,21,91,12387.25,4,2,4,Lost
1696.0,2025-10-27,4,92,12381.96,6,3,4,Lost
421.0,2025-10-07,24,83,12377.31,3,1,4,Lost
4228.0,2025-10-30,1,91,12374.87,6,3,4,Lost
1406.0,2025-10-18,13,94,12370.25,4,3,4,Lost
2979.0,2025-10-03,28,93,12367.57,3,3,4,Lost
1502.0,2025-10-31,0,82,12366.37,6,1,4,Lost
4858.0,2025-10-20,11,94,12362.33,4,3,4,Lost
4497.0,2025-10-28,3,86,12360.56,6,2,4,Lost
3849.0,2025-10-18,13,93,12349.72,4,3,4,Lost
4629.0,2025-10-17,14,94,12340.77,4,3,4,Lost
2038.0,2025-10-21,10,95,12338.73,5,3,4,Lost
799.0,2025-10-08,23,87,12325.48,3,2,4,Lost
4030.0,2025-10-14,17,95,12317.9,4,3,4,Lost
2825.0,2025-10-09,22,93,12316.37,4,3,4,Lost
185.0,2025-10-02,29,95,12315.64,3,3,4,Lost
47.0,2025-10-31,0,95,12312.03,6,3,4,Lost
3148.0,2025-10-22,9,94,12311.26,5,3,4,Lost
3221.0,2025-10-27,4,95,12309.61,6,3,4,Lost
1131.0,2025-10-04,27,94,12309.08,3,3,4,Lost
4006.0,2025-10-26,5,90,12308.64,5,2,4,Lost
3792.0,2025-09-24,37,87,12294.09,3,2,4,Lost
4492.0,2025-10-09,22,94,12293.82,3,3,4,Lost
166.0,2025-10-26,5,92,12292.93,5,3,4,Lost
1251.0,2025-10-23,8,95,12287.75,5,3,4,Lost
939.0,2025-10-23,8,96,12285.32,5,3,4,Lost
4461.0,2025-10-31,0,87,12282.63,6,2,4,Lost
1214.0,2025-10-29,2,94,12280.98,6,3,4,Lost
786.0,2025-10-19,12,94,12279.78,4,3,4,Lost
25.0,2025-10-04,27,86,12278.5,3,1,4,Lost
1602.0,2025-10-18,13,91,12277.4,4,2,4,Lost
3611.0,2025-10-15,16,88,12273.73,4,2,4,Lost
2508.0,2025-10-26,5,87,12272.52,5,2,4,Lost
353.0,2025-10-14,17,96,12270.23,4,3,4,Lost
4283.0,2025-10-10,21,94,12269.76,4,3,4,Lost
684.0,2025-09-26,35,87,12267.11,3,2,4,Lost
2057.0,2025-10-26,5,95,12264.68,5,3,4,Lost
74.0,2025-10-23,8,95,12259.6,5,3,4,Lost
984.0,2025-10-20,11,95,12251.8,5,3,4,Lost
859.0,2025-09-25,36,93,12250.51,3,3,4,Lost
2127.0,2025-10-09,22,89,12248.57,4,2,4,Lost
2692.0,2025-10-04,27,90,12240.77,3,2,4,Lost
2262.0,2025-10-31,0,85,12230.95,6,1,4,Lost
4177.0,2025-10-02,29,83,12220.8,3,1,4,Lost
3318.0,2025-10-17,14,95,12212.21,4,3,4,Lost
12.0,2025-10-25,6,94,12208.38,5,3,4,Lost
3090.0,2025-10-31,0,89,12207.62,6,2,4,Lost
3246.0,2025-10-20,11,84,12206.66,5,1,4,Lost
169.0,2025-10-16,15,95,12206.33,4,3,4,Lost
3114.0,2025-10-04,27,95,12192.98,3,3,4,Lost
3783.0,2025-10-30,1,90,12192.2,6,2,4,Lost
2477.0,2025-10-11,20,94,12191.98,4,3,4,Lost
1377.0,2025-10-25,6,95,12190.17,5,3,4,Lost
4296.0,2025-10-18,13,90,12188.95,4,2,4,Lost
4539.0,2025-10-22,9,91,12183.74,5,3,4,Lost
2061.0,2025-10-30,1,95,12181.59,6,3,4,Lost
3162.0,2025-10-19,12,90,12181.35,4,2,4,Lost
3465.0,2025-10-06,25,91,12180.88,3,3,4,Lost
68.0,2025-10-30,1,89,12176.96,6,2,4,Lost
503.0,2025-09-27,34,90,12174.05,3,2,4,Lost
2838.0,2025-10-31,0,95,12171.84,6,3,4,Lost
2903.0,2025-10-14,17,81,12171.46,4,1,4,Lost
2688.0,2025-10-31,0,91,12165.82,6,3,4,Lost
