cohort_month,activity_month,active_customers,months_since_signup,cohort_customers,retention_pct
2021-11-01,2025-08-01,84,45,102,82.35
2021-11-01,2025-09-01,73,46,102,71.57
2021-11-01,2025-10-01,71,47,102,69.61
2021-12-01,2021-12-01,43,0,87,49.43
2021-12-01,2022-01-01,77,1,87,88.51
2021-12-01,2022-02-01,76,2,87,87.36
2021-12-01,2022-03-01,56,3,87,64.37
2021-12-01,2022-04-01,74,4,87,85.06
2021-12-01,2022-05-01,71,5,87,81.61
2021-12-01,2022-06-01,67,6,87,77.01
2021-12-01,2022-07-01,70,7,87,80.46
2021-12-01,2022-08-01,72,8,87,82.76
2021-12-01,2022-09-01,70,9,87,80.46
2021-12-01,2022-10-01,67,10,87,77.01
2021-12-01,2022-11-01,67,11,87,77.01
2021-12-01,2022-12-01,79,12,87,90.8
2021-12-01,2023-01-01,80,13,87,91.95
2021-12-01,2023-02-01,80,14,87,91.95
2021-12-01,2023-03-01,57,15,87,65.52
2021-12-01,2023-04-01,75,16,87,86.21
2021-12-01,2023-05-01,67,17,87,77.01
2021-12-01,2023-06-01,69,18,87,79.31
2021-12-01,2023-07-01,70,19,87,80.46
2021-12-01,2023-08-01,78,20,87,89.66
2021-12-01,2023-09-01,51,21,87,58.62
2021-12-01,2023-10-01,63,22,87,72.41
2021-12-01,2023-11-01,59,23,87,67.82
2021-12-01,2023-12-01,68,24,87,78.16
2021-12-01,2024-01-01,81,25,87,93.1
2021-12-01,2024-02-01,72,26,87,82.76
2021-12-01,2024-03-01,66,27,87,75.86
2021-12-01,2024-04-01,64,28,87,73.56
2021-12-01,2024-05-01,71,29,87,81.61
2021-12-01,2024-06-01,74,30,87,85.06
2021-12-01,2024-07-01,72,31,87,82.76
2021-12-01,2024-08-01,73,32,87,83.91
2021-12-01,2024-09-01,63,33,87,72.41
2021-12-01,2024-10-01,56,34,87,64.37
2021-12-01,2024-11-01,63,35,87,72.41
2021-12-01,2024-12-01,67,36,87,77.01
2021-12-01,2025-01-01,77,37,87,88.51
2021-12-01,2025-02-01,77,38,87,88.51
2021-12-01,2025-03-01,79,39,87,90.8
2021-12-01,2025-04-01,55,40,87,63.22
2021-12-01,2025-05-01,73,41,87,83.91
2021-12-01,2025-06-01,77,42,87,88.51
2021-12-01,2025-07-01,66,43,87,75.86
2021-12-01,2025-08-01,70,44,87,80.46
2021-12-01,2025-09-01,51,45,87,58.62
2021-12-01,2025-10-01,63,46,87,72.41
2022-01-01,2022-01-01,46,0,84,54.76
2022-01-01,2022-02-01,69,1,84,82.14
2022-01-01,2022-03-01,56,2,84,66.67
2022-01-01,2022-04-01,73,3,84,86.9
2022-01-01,2022-05-01,70,4,84,83.33
2022-01-01,2022-06-01,67,5,84,79.76
2022-01-01,2022-07-01,68,6,84,80.95
2022-01-01,2022-08-01,72,7,84,85.71
2022-01-01,2022-09-01,60,8,84,71.43
2022-01-01,2022-10-01,65,9,84,77.38
2022-01-01,2022-11-01,64,10,84,76.19
2022-01-01,2022-12-01,74,11,84,88.1
2022-01-01,2023-01-01,76,12,84,90.48
2022-01-01,2023-02-01,75,13,84,89.29
2022-01-01,2023-03-01,62,14,84,73.81
2022-01-01,2023-04-01,69,15,84,82.14
2022-01-01,2023-05-01,71,16,84,84.52
2022-01-01,2023-06-01,61,17,84,72.62
2022-01-01,2023-07-01,70,18,84,83.33
2022-01-01,2023-08-01,63,19,84,75.0
2022-01-01,2023-09-01,54,20,84,64.29
2022-01-01,2023-10-01,65,21,84,77.38
2022-01-01,2023-11-01,56,22,84,66.67
2022-01-01,2023-12-01,72,23,84,85.71
2022-01-01,2024-01-01,71,24,84,84.52
2022-01-01,2024-02-01,71,25,84,84.52
2022-01-01,2024-03-01,59,26,84,70.24
2022-01-01,2024-04-01,64,27,84,76.19
2022-01-01,2024-05-01,76,28,84,90.48
2022-01-01,2024-06-01,67,29,84,79.76
2022-01-01,2024-07-01,68,30,84,80.95
2022-01-01,2024-08-01,69,31,84,82.14
2022-01-01,2024-09-01,56,32,84,66.67
2022-01-01,2024-10-01,67,33,84,79.76
2022-01-01,2024-11-01,62,34,84,73.81
2022-01-01,2024-12-01,69,35,84,82.14
2022-01-01,2025-01-01,79,36,84,94.05
2022-01-01,2025-02-01,70,37,84,83.33
2022-01-01,2025-03-01,73,38,84,86.9
2022-01-01,2025-04-01,59,39,84,70.24
2022-01-01,2025-05-01,69,40,84,82.14
2022-01-01,2025-06-01,79,41,84,94.05
2022-01-01,2025-07-01,73,42,84,86.9
2022-01-01,2025-08-01,67,43,84,79.76
2022-01-01,2025-09-01,52,44,84,61.9
2022-01-01,2025-10-01,65,45,84,77.38
2022-02-01,2022-02-01,47,0,82,57.32
2022-02-01,2022-03-01,53,1,82,64.63
2022-02-01,2022-04-01,71,2,82,86.59
2022-02-01,2022-05-01,75,3,82,91.46
2022-02-01,2022-06-01,65,4,82,79.27
2022-02-01,2022-07-01,68,5,82,82.93
2022-02-01,2022-08-01,68,6,82,82.93
2022-02-01,2022-09-01,62,7,82,75.61
2022-02-01,2022-10-01,61,8,82,74.39
2022-02-01,2022-11-01,58,9,82,70.73
2022-02-01,2022-12-01,68,10,82,82.93
2022-02-01,2023-01-01,75,11,82,91.46
2022-02-01,2023-02-01,77,12,82,93.9
2022-02-01,2023-03-01,60,13,82,73.17
2022-02-01,2023-04-01,70,14,82,85.37
2022-02-01,2023-05-01,74,15,82,90.24
2022-02-01,2023-06-01,71,16,82,86.59
2022-02-01,2023-07-01,62,17,82,75.61
2022-02-01,2023-08-01,66,18,82,80.49
2022-02-01,2023-09-01,56,19,82,68.29
2022-02-01,2023-10-01,60,20,82,73.17
2022-02-01,2023-11-01,55,21,82,67.07
2022-02-01,2023-12-01,64,22,82,78.05
2022-02-01,2024-01-01,74,23,82,90.24
2022-02-01,2024-02-01,75,24,82,91.46
2022-02-01,2024-03-01,71,25,82,86.59
2022-02-01,2024-04-01,65,26,82,79.27
2022-02-01,2024-05-01,75,27,82,91.46
2022-02-01,2024-06-01,66,28,82,80.49
2022-02-01,2024-07-01,61,29,82,74.39
2022-02-01,2024-08-01,66,30,82,80.49
2022-02-01,2024-09-01,53,31,82,64.63
2022-02-01,2024-10-01,58,32,82,70.73
2022-02-01,2024-11-01,63,33,82,76.83
2022-02-01,2024-12-01,64,34,82,78.05
2022-02-01,2025-01-01,74,35,82,90.24
2022-02-01,2025-02-01,70,36,82,85.37
2022-02-01,2025-03-01,75,37,82,91.46
2022-02-01,2025-04-01,53,38,82,64.63
2022-02-01,2025-05-01,70,39,82,85.37
2022-02-01,2025-06-01,70,40,82,85.37
2022-02-01,2025-07-01,61,41,82,74.39
2022-02-01,2025-08-01,67,42,82,81.71
2022-02-01,2025-09-01,56,43,82,68.29
2022-02-01,2025-10-01,64,44,82,78.05
2022-03-01,2022-03-01,39,0,91,42.86
2022-03-01,2022-04-01,80,1,91,87.91
2022-03-01,2022-05-01,76,2,91,83.52
2022-03-01,2022-06-01,71,3,91,78.02
2022-03-01,2022-07-01,75,4,91,82.42
2022-03-01,2022-08-01,75,5,91,82.42
2022-03-01,2022-09-01,69,6,91,75.82
2022-03-01,2022-10-01,63,7,91,69.23
2022-03-01,2022-11-01,68,8,91,74.73
2022-03-01,2022-12-01,76,9,91,83.52
2022-03-01,2023-01-01,81,10,91,89.01
2022-03-01,2023-02-01,80,11,91,87.91
2022-03-01,2023-03-01,73,12,91,80.22
2022-03-01,2023-04-01,73,13,91,80.22
2022-03-01,2023-05-01,76,14,91,83.52
2022-03-01,2023-06-01,66,15,91,72.53
2022-03-01,2023-07-01,75,16,91,82.42
2022-03-01,2023-08-01,71,17,91,78.02
2022-03-01,2023-09-01,67,18,91,73.63
2022-03-01,2023-10-01,67,19,91,73.63
2022-03-01,2023-11-01,58,20,91,63.74
2022-03-01,2023-12-01,79,21,91,86.81
2022-03-01,2024-01-01,80,22,91,87.91
2022-03-01,2024-02-01,79,23,91,86.81
2022-03-01,2024-03-01,67,24,91,73.63
2022-03-01,2024-04-01,82,25,91,90.11
2022-03-01,2024-05-01,79,26,91,86.81
2022-03-01,2024-06-01,69,27,91,75.82
2022-03-01,2024-07-01,78,28,91,85.71
2022-03-01,2024-08-01,77,29,91,84.62
2022-03-01,2024-09-01,65,30,91,71.43
2022-03-01,2024-10-01,72,31,91,79.12
2022-03-01,2024-11-01,61,32,91,67.03
2022-03-01,2024-12-01,73,33,91,80.22
2022-03-01,2025-01-01,86,34,91,94.51
2022-03-01,2025-02-01,77,35,91,84.62
2022-03-01,2025-03-01,79,36,91,86.81
2022-03-01,2025-04-01,66,37,91,72.53
2022-03-01,2025-05-01,77,38,91,84.62
2022-03-01,2025-06-01,74,39,91,81.32
2022-03-01,2025-07-01,70,40,91,76.92
2022-03-01,2025-08-01,77,41,91,84.62
2022-03-01,2025-09-01,59,42,91,64.84
2022-03-01,2025-10-01,64,43,91,70.33
2022-04-01,2022-04-01,46,0,74,62.16
2022-04-01,2022-05-01,60,1,74,81.08
2022-04-01,2022-06-01,58,2,74,78.38
2022-04-01,2022-07-01,52,3,74,70.27
2022-04-01,2022-08-01,60,4,74,81.08
2022-04-01,2022-09-01,51,5,74,68.92
2022-04-01,2022-10-01,52,6,74,70.27
2022-04-01,2022-11-01,53,7,74,71.62
2022-04-01,2022-12-01,61,8,74,82.43
2022-04-01,2023-01-01,67,9,74,90.54
2022-04-01,2023-02-01,60,10,74,81.08
2022-04-01,2023-03-01,59,11,74,79.73
2022-04-01,2023-04-01,64,12,74,86.49
2022-04-01,2023-05-01,61,13,74,82.43
2022-04-01,2023-06-01,58,14,74,78.38
2022-04-01,2023-07-01,56,15,74,75.68
2022-04-01,2023-08-01,57,16,74,77.03
2022-04-01,2023-09-01,47,17,74,63.51
2022-04-01,2023-10-01,55,18,74,74.32
2022-04-01,2023-11-01,55,19,74,74.32
2022-04-01,2023-12-01,58,20,74,78.38
2022-04-01,2024-01-01,71,21,74,95.95
2022-04-01,2024-02-01,64,22,74,86.49
2022-04-01,2024-03-01,63,23,74,85.14
2022-04-01,2024-04-01,61,24,74,82.43
2022-04-01,2024-05-01,59,25,74,79.73
2022-04-01,2024-06-01,52,26,74,70.27
2022-04-01,2024-07-01,58,27,74,78.38
2022-04-01,2024-08-01,62,28,74,83.78
2022-04-01,2024-09-01,52,29,74,70.27
2022-04-01,2024-10-01,54,30,74,72.97
2022-04-01,2024-11-01,49,31,74,66.22
2022-04-01,2024-12-01,55,32,74,74.32
2022-04-01,2025-01-01,68,33,74,91.89
2022-04-01,2025-02-01,62,34,74,83.78
2022-04-01,2025-03-01,62,35,74,83.78
2022-04-01,2025-04-01,54,36,74,72.97
2022-04-01,2025-05-01,59,37,74,79.73
2022-04-01,2025-06-01,59,38,74,79.73
2022-04-01,2025-07-01,59,39,74,79.73
2022-04-01,2025-08-01,66,40,74,89.19
2022-04-01,2025-09-01,49,41,74,66.22
2022-04-01,2025-10-01,51,42,74,68.92
2022-05-01,2022-05-01,53,0,86,61.63
2022-05-01,2022-06-01,64,1,86,74.42
2022-05-01,2022-07-01,71,2,86,82.56
2022-05-01,2022-08-01,71,3,86,82.56
2022-05-01,2022-09-01,63,4,86,73.26
2022-05-01,2022-10-01,61,5,86,70.93
2022-05-01,2022-11-01,61,6,86,70.93
2022-05-01,2022-12-01,70,7,86,81.4
2022-05-01,2023-01-01,76,8,86,88.37
2022-05-01,2023-02-01,71,9,86,82.56
2022-05-01,2023-03-01,65,10,86,75.58
2022-05-01,2023-04-01,73,11,86,84.88
2022-05-01,2023-05-01,67,12,86,77.91
2022-05-01,2023-06-01,68,13,86,79.07
2022-05-01,2023-07-01,63,14,86,73.26
2022-05-01,2023-08-01,64,15,86,74.42
2022-05-01,2023-09-01,56,16,86,65.12
2022-05-01,2023-10-01,59,17,86,68.6
2022-05-01,2023-11-01,65,18,86,75.58
2022-05-01,2023-12-01,71,19,86,82.56
2022-05-01,2024-01-01,77,20,86,89.53
2022-05-01,2024-02-01,71,21,86,82.56
2022-05-01,2024-03-01,69,22,86,80.23
2022-05-01,2024-04-01,69,23,86,80.23
2022-05-01,2024-05-01,76,24,86,88.37
2022-05-01,2024-06-01,69,25,86,80.23
2022-05-01,2024-07-01,67,26,86,77.91
2022-05-01,2024-08-01,76,27,86,88.37
2022-05-01,2024-09-01,64,28,86,74.42
2022-05-01,2024-10-01,69,29,86,80.23
2022-05-01,2024-11-01,61,30,86,70.93
2022-05-01,2024-12-01,76,31,86,88.37
2022-05-01,2025-01-01,79,32,86,91.86
2022-05-01,2025-02-01,74,33,86,86.05
2022-05-01,2025-03-01,73,34,86,84.88
2022-05-01,2025-04-01,49,35,86,56.98
2022-05-01,2025-05-01,68,36,86,79.07
2022-05-01,2025-06-01,75,37,86,87.21
2022-05-01,2025-07-01,67,38,86,77.91
2022-05-01,2025-08-01,65,39,86,75.58
2022-05-01,2025-09-01,54,40,86,62.79
2022-05-01,2025-10-01,60,41,86,69.77
2022-06-01,2022-06-01,60,0,99,60.61
2022-06-01,2022-07-01,88,1,99,88.89
2022-06-01,2022-08-01,85,2,99,85.86
2022-06-01,2022-09-01,69,3,99,69.7
2022-06-01,2022-10-01,72,4,99,72.73
2022-06-01,2022-11-01,70,5,99,70.71
2022-06-01,2022-12-01,85,6,99,85.86
2022-06-01,2023-01-01,84,7,99,84.85
2022-06-01,2023-02-01,91,8,99,91.92
2022-06-01,2023-03-01,70,9,99,70.71
2022-06-01,2023-04-01,84,10,99,84.85
2022-06-01,2023-05-01,83,11,99,83.84
2022-06-01,2023-06-01,77,12,99,77.78
2022-06-01,2023-07-01,83,13,99,83.84
2022-06-01,2023-08-01,75,14,99,75.76
2022-06-01,2023-09-01,69,15,99,69.7
2022-06-01,2023-10-01,73,16,99,73.74
2022-06-01,2023-11-01,62,17,99,62.63
2022-06-01,2023-12-01,87,18,99,87.88
2022-06-01,2024-01-01,91,19,99,91.92
2022-06-01,2024-02-01,82,20,99,82.83
2022-06-01,2024-03-01,84,21,99,84.85
2022-06-01,2024-04-01,79,22,99,79.8
2022-06-01,2024-05-01,80,23,99,80.81
2022-06-01,2024-06-01,80,24,99,80.81
2022-06-01,2024-07-01,79,25,99,79.8
2022-06-01,2024-08-01,80,26,99,80.81
2022-06-01,2024-09-01,64,27,99,64.65
2022-06-01,2024-10-01,77,28,99,77.78
2022-06-01,2024-11-01,75,29,99,75.76
2022-06-01,2024-12-01,75,30,99,75.76
2022-06-01,2025-01-01,88,31,99,88.89
2022-06-01,2025-02-01,87,32,99,87.88
2022-06-01,2025-03-01,84,33,99,84.85
2022-06-01,2025-04-01,70,34,99,70.71
2022-06-01,2025-05-01,82,35,99,82.83
2022-06-01,2025-06-01,84,36,99,84.85
2022-06-01,2025-07-01,81,37,99,81.82
2022-06-01,2025-08-01,83,38,99,83.84
2022-06-01,2025-09-01,75,39,99,75.76
2022-06-01,2025-10-01,75,40,99,75.76
2022-07-01,2022-07-01,46,0,106,43.4
2022-07-01,2022-08-01,84,1,106,79.25
2022-07-01,2022-09-01,72,2,106,67.92
2022-07-01,2022-10-01,84,3,106,79.25
2022-07-01,2022-11-01,77,4,106,72.64
2022-07-01,2022-12-01,85,5,106,80.19
2022-07-01,2023-01-01,93,6,106,87.74
2022-07-01,2023-02-01,93,7,106,87.74
2022-07-01,2023-03-01,84,8,106,79.25
2022-07-01,2023-04-01,91,9,106,85.85
2022-07-01,2023-05-01,78,10,106,73.58
2022-07-01,2023-06-01,87,11,106,82.08
2022-07-01,2023-07-01,87,12,106,82.08
2022-07-01,2023-08-01,85,13,106,80.19
2022-07-01,2023-09-01,72,14,106,67.92
2022-07-01,2023-10-01,85,15,106,80.19
2022-07-01,2023-11-01,74,16,106,69.81
2022-07-01,2023-12-01,91,17,106,85.85
2022-07-01,2024-01-01,95,18,106,89.62
2022-07-01,2024-02-01,88,19,106,83.02
2022-07-01,2024-03-01,83,20,106,78.3
2022-07-01,2024-04-01,84,21,106,79.25
2022-07-01,2024-05-01,87,22,106,82.08
2022-07-01,2024-06-01,88,23,106,83.02
2022-07-01,2024-07-01,85,24,106,80.19
2022-07-01,2024-08-01,79,25,106,74.53
2022-07-01,2024-09-01,79,26,106,74.53
2022-07-01,2024-10-01,78,27,106,73.58
2022-07-01,2024-11-01,72,28,106,67.92
2022-07-01,2024-12-01,88,29,106,83.02
2022-07-01,2025-01-01,94,30,106,88.68
2022-07-01,2025-02-01,87,31,106,82.08
2022-07-01,2025-03-01,89,32,106,83.96
2022-07-01,2025-04-01,76,33,106,71.7
2022-07-01,2025-05-01,94,34,106,88.68
2022-07-01,2025-06-01,85,35,106,80.19
2022-07-01,2025-07-01,84,36,106,79.25
2022-07-01,2025-08-01,89,37,106,83.96
2022-07-01,2025-09-01,77,38,106,72.64
2022-07-01,2025-10-01,79,39,106,74.53
2022-08-01,2022-08-01,33,0,70,47.14
2022-08-01,2022-09-01,42,1,70,60.0
2022-08-01,2022-10-01,51,2,70,72.86
2022-08-01,2022-11-01,49,3,70,70.0
2022-08-01,2022-12-01,57,4,70,81.43
2022-08-01,2023-01-01,63,5,70,90.0
2022-08-01,2023-02-01,60,6,70,85.71
2022-08-01,2023-03-01,55,7,70,78.57
2022-08-01,2023-04-01,57,8,70,81.43
2022-08-01,2023-05-01,55,9,70,78.57
2022-08-01,2023-06-01,64,10,70,91.43
2022-08-01,2023-07-01,60,11,70,85.71
2022-08-01,2023-08-01,53,12,70,75.71
2022-08-01,2023-09-01,47,13,70,67.14
2022-08-01,2023-10-01,51,14,70,72.86
2022-08-01,2023-11-01,50,15,70,71.43
2022-08-01,2023-12-01,61,16,70,87.14
2022-08-01,2024-01-01,63,17,70,90.0
2022-08-01,2024-02-01,58,18,70,82.86
2022-08-01,2024-03-01,61,19,70,87.14
2022-08-01,2024-04-01,52,20,70,74.29
2022-08-01,2024-05-01,63,21,70,90.0
2022-08-01,2024-06-01,52,22,70,74.29
2022-08-01,2024-07-01,57,23,70,81.43
2022-08-01,2024-08-01,60,24,70,85.71
2022-08-01,2024-09-01,44,25,70,62.86
2022-08-01,2024-10-01,49,26,70,70.0
2022-08-01,2024-11-01,51,27,70,72.86
2022-08-01,2024-12-01,52,28,70,74.29
2022-08-01,2025-01-01,66,29,70,94.29
2022-08-01,2025-02-01,64,30,70,91.43
2022-08-01,2025-03-01,56,31,70,80.0
2022-08-01,2025-04-01,48,32,70,68.57
2022-08-01,2025-05-01,59,33,70,84.29
2022-08-01,2025-06-01,58,34,70,82.86
2022-08-01,2025-07-01,49,35,70,70.0
2022-08-01,2025-08-01,60,36,70,85.71
2022-08-01,2025-09-01,48,37,70,68.57
2022-08-01,2025-10-01,55,38,70,78.57
2022-09-01,2022-09-01,28,0,76,36.84
2022-09-01,2022-10-01,50,1,76,65.79
2022-09-01,2022-11-01,58,2,76,76.32
2022-09-01,2022-12-01,64,3,76,84.21
2022-09-01,2023-01-01,63,4,76,82.89
2022-09-01,2023-02-01,63,5,76,82.89
2022-09-01,2023-03-01,53,6,76,69.74
2022-09-01,2023-04-01,65,7,76,85.53
2022-09-01,2023-05-01,62,8,76,81.58
2022-09-01,2023-06-01,63,9,76,82.89
2022-09-01,2023-07-01,57,10,76,75.0
2022-09-01,2023-08-01,63,11,76,82.89
2022-09-01,2023-09-01,43,12,76,56.58
2022-09-01,2023-10-01,52,13,76,68.42
2022-09-01,2023-11-01,62,14,76,81.58
2022-09-01,2023-12-01,63,15,76,82.89
2022-09-01,2024-01-01,71,16,76,93.42
2022-09-01,2024-02-01,64,17,76,84.21
2022-09-01,2024-03-01,62,18,76,81.58
2022-09-01,2024-04-01,58,19,76,76.32
2022-09-01,2024-05-01,60,20,76,78.95
2022-09-01,2024-06-01,69,21,76,90.79
2022-09-01,2024-07-01,64,22,76,84.21
2022-09-01,2024-08-01,65,23,76,85.53
2022-09-01,2024-09-01,58,24,76,76.32
2022-09-01,2024-10-01,59,25,76,77.63
2022-09-01,2024-11-01,54,26,76,71.05
2022-09-01,2024-12-01,63,27,76,82.89
2022-09-01,2025-01-01,67,28,76,88.16
2022-09-01,2025-02-01,63,29,76,82.89
2022-09-01,2025-03-01,70,30,76,92.11
2022-09-01,2025-04-01,54,31,76,71.05
2022-09-01,2025-05-01,66,32,76,86.84
2022-09-01,2025-06-01,67,33,76,88.16
2022-09-01,2025-07-01,54,34,76,71.05
2022-09-01,2025-08-01,65,35,76,85.53
2022-09-01,2025-09-01,57,36,76,75.0
2022-09-01,2025-10-01,54,37,76,71.05
2022-10-01,2022-10-01,49,0,89,55.06
2022-10-01,2022-11-01,64,1,89,71.91
2022-10-01,2022-12-01,74,2,89,83.15
2022-10-01,2023-01-01,83,3,89,93.26
2022-10-01,2023-02-01,74,4,89,83.15
2022-10-01,2023-03-01,70,5,89,78.65
2022-10-01,2023-04-01,66,6,89,74.16
2022-10-01,2023-05-01,70,7,89,78.65
2022-10-01,2023-06-01,74,8,89,83.15
2022-10-01,2023-07-01,71,9,89,79.78
2022-10-01,2023-08-01,70,10,89,78.65
2022-10-01,2023-09-01,67,11,89,75.28
2022-10-01,2023-10-01,60,12,89,67.42
2022-10-01,2023-11-01,68,13,89,76.4
2022-10-01,2023-12-01,71,14,89,79.78
2022-10-01,2024-01-01,79,15,89,88.76
2022-10-01,2024-02-01,77,16,89,86.52
2022-10-01,2024-03-01,74,17,89,83.15
2022-10-01,2024-04-01,72,18,89,80.9
2022-10-01,2024-05-01,72,19,89,80.9
2022-10-01,2024-06-01,72,20,89,80.9
2022-10-01,2024-07-01,68,21,89,76.4
2022-10-01,2024-08-01,75,22,89,84.27
2022-10-01,2024-09-01,61,23,89,68.54
2022-10-01,2024-10-01,70,24,89,78.65
2022-10-01,2024-11-01,52,25,89,58.43
2022-10-01,2024-12-01,70,26,89,78.65
2022-10-01,2025-01-01,77,27,89,86.52
2022-10-01,2025-02-01,75,28,89,84.27
2022-10-01,2025-03-01,77,29,89,86.52
2022-10-01,2025-04-01,58,30,89,65.17
2022-10-01,2025-05-01,80,31,89,89.89
2022-10-01,2025-06-01,75,32,89,84.27
2022-10-01,2025-07-01,71,33,89,79.78
2022-10-01,2025-08-01,72,34,89,80.9
2022-10-01,2025-09-01,69,35,89,77.53
2022-10-01,2025-10-01,75,36,89,84.27
2022-11-01,2022-11-01,37,0,74,50.0
2022-11-01,2022-12-01,57,1,74,77.03
2022-11-01,2023-01-01,65,2,74,87.84
2022-11-01,2023-02-01,64,3,74,86.49
2022-11-01,2023-03-01,60,4,74,81.08
2022-11-01,2023-04-01,59,5,74,79.73
2022-11-01,2023-05-01,58,6,74,78.38
2022-11-01,2023-06-01,62,7,74,83.78
2022-11-01,2023-07-01,64,8,74,86.49
2022-11-01,2023-08-01,58,9,74,78.38
2022-11-01,2023-09-01,50,10,74,67.57
2022-11-01,2023-10-01,55,11,74,74.32
2022-11-01,2023-11-01,53,12,74,71.62
2022-11-01,2023-12-01,61,13,74,82.43
2022-11-01,2024-01-01,63,14,74,85.14
2022-11-01,2024-02-01,67,15,74,90.54
2022-11-01,2024-03-01,57,16,74,77.03
2022-11-01,2024-04-01,51,17,74,68.92
2022-11-01,2024-05-01,59,18,74,79.73
2022-11-01,2024-06-01,69,19,74,93.24
2022-11-01,2024-07-01,58,20,74,78.38
2022-11-01,2024-08-01,61,21,74,82.43
2022-11-01,2024-09-01,54,22,74,72.97
2022-11-01,2024-10-01,54,23,74,72.97
2022-11-01,2024-11-01,56,24,74,75.68
2022-11-01,2024-12-01,62,25,74,83.78
2022-11-01,2025-01-01,68,26,74,91.89
2022-11-01,2025-02-01,66,27,74,89.19
2022-11-01,2025-03-01,67,28,74,90.54
2022-11-01,2025-04-01,54,29,74,72.97
2022-11-01,2025-05-01,63,30,74,85.14
2022-11-01,2025-06-01,67,31,74,90.54
2022-11-01,2025-07-01,56,32,74,75.68
2022-11-01,2025-08-01,63,33,74,85.14
2022-11-01,2025-09-01,56,34,74,75.68
2022-11-01,2025-10-01,54,35,74,72.97
2022-12-01,2022-12-01,45,0,78,57.69
2022-12-01,2023-01-01,70,1,78,89.74
2022-12-01,2023-02-01,67,2,78,85.9
2022-12-01,2023-03-01,56,3,78,71.79
2022-12-01,2023-04-01,63,4,78,80.77
2022-12-01,2023-05-01,67,5,78,85.9
2022-12-01,2023-06-01,67,6,78,85.9
2022-12-01,2023-07-01,60,7,78,76.92
2022-12-01,2023-08-01,63,8,78,80.77
2022-12-01,2023-09-01,47,9,78,60.26
2022-12-01,2023-10-01,55,10,78,70.51
2022-12-01,2023-11-01,47,11,78,60.26
2022-12-01,2023-12-01,65,12,78,83.33
2022-12-01,2024-01-01,66,13,78,84.62
2022-12-01,2024-02-01,64,14,78,82.05
2022-12-01,2024-03-01,61,15,78,78.21
2022-12-01,2024-04-01,61,16,78,78.21
2022-12-01,2024-05-01,67,17,78,85.9
2022-12-01,2024-06-01,66,18,78,84.62
2022-12-01,2024-07-01,57,19,78,73.08
2022-12-01,2024-08-01,68,20,78,87.18
2022-12-01,2024-09-01,55,21,78,70.51
2022-12-01,2024-10-01,56,22,78,71.79
2022-12-01,2024-11-01,56,23,78,71.79
2022-12-01,2024-12-01,62,24,78,79.49
2022-12-01,2025-01-01,70,25,78,89.74
2022-12-01,2025-02-01,69,26,78,88.46
2022-12-01,2025-03-01,63,27,78,80.77
2022-12-01,2025-04-01,58,28,78,74.36
2022-12-01,2025-05-01,63,29,78,80.77
2022-12-01,2025-06-01,62,30,78,79.49
2022-12-01,2025-07-01,64,31,78,82.05
2022-12-01,2025-08-01,65,32,78,83.33
2022-12-01,2025-09-01,60,33,78,76.92
2022-12-01,2025-10-01,58,34,78,74.36
2023-01-01,2023-01-01,56,0,89,62.92
2023-01-01,2023-02-01,77,1,89,86.52
2023-01-01,2023-03-01,67,2,89,75.28
2023-01-01,2023-04-01,75,3,89,84.27
2023-01-01,2023-05-01,77,4,89,86.52
2023-01-01,2023-06-01,75,5,89,84.27
2023-01-01,2023-07-01,74,6,89,83.15
2023-01-01,2023-08-01,74,7,89,83.15
2023-01-01,2023-09-01,59,8,89,66.29
2023-01-01,2023-10-01,67,9,89,75.28
2023-01-01,2023-11-01,56,10,89,62.92
2023-01-01,2023-12-01,64,11,89,71.91
2023-01-01,2024-01-01,78,12,89,87.64
2023-01-01,2024-02-01,77,13,89,86.52
2023-01-01,2024-03-01,70,14,89,78.65
2023-01-01,2024-04-01,66,15,89,74.16
2023-01-01,2024-05-01,69,16,89,77.53
2023-01-01,2024-06-01,75,17,89,84.27
2023-01-01,2024-07-01,71,18,89,79.78
2023-01-01,2024-08-01,72,19,89,80.9
2023-01-01,2024-09-01,63,20,89,70.79
2023-01-01,2024-10-01,56,21,89,62.92
2023-01-01,2024-11-01,61,22,89,68.54
2023-01-01,2024-12-01,72,23,89,80.9
2023-01-01,2025-01-01,86,24,89,96.63
2023-01-01,2025-02-01,81,25,89,91.01
2023-01-01,2025-03-01,76,26,89,85.39
2023-01-01,2025-04-01,70,27,89,78.65
2023-01-01,2025-05-01,82,28,89,92.13
2023-01-01,2025-06-01,79,29,89,88.76
2023-01-01,2025-07-01,70,30,89,78.65
2023-01-01,2025-08-01,65,31,89,73.03
2023-01-01,2025-09-01,67,32,89,75.28
2023-01-01,2025-10-01,66,33,89,74.16
2023-02-01,2023-02-01,27,0,50,54.0
2023-02-01,2023-03-01,39,1,50,78.0
2023-02-01,2023-04-01,39,2,50,78.0
2023-02-01,2023-05-01,43,3,50,86.0
2023-02-01,2023-06-01,37,4,50,74.0
2023-02-01,2023-07-01,40,5,50,80.0
2023-02-01,2023-08-01,35,6,50,70.0
2023-02-01,2023-09-01,42,7,50,84.0
2023-02-01,2023-10-01,36,8,50,72.0
2023-02-01,2023-11-01,39,9,50,78.0
2023-02-01,2023-12-01,41,10,50,82.0
